Municipio,UF,Post/Coment,Data,Usuario,Comentarios,Emojis,Texto,Unicodes,ComentarioTraduzido,Polaridade,Analise,Subjetividade
Ananindeua,PA,Comentario,2022-09-12 20:43:32,jennifermacambira,Falta esses serviços ficar ON na estrada do Maguari. Urgente,,Falta esses serviços ficar ON na estrada do Maguari. Urgente,[],These services are missing on the Maguari Road. Urgent,-0.2,Negativo,0.05
Ananindeua,PA,Comentario,2022-09-12 23:19:49,angelaqueirozdasilva,👏 👏 aguardando a nossa vez aqui no 40horas.,👏,aguardando a nossa vez aqui no 40horas.,"['U0001f44f', 'U0001f44f']",Waiting for our turn here at 40 hours.,0.4,Positivo,0.0
Ananindeua,PA,Comentario,2022-09-12 23:57:50,zoetecastro,Estamos aguardando aqui na Vera Cruz bem no centro de ananindeua,,Estamos aguardando aqui na Vera Cruz bem no centro de ananindeua,[],We are waiting here at Vera Cruz right in the center of Ananindeua,0.093,Positivo,0.318
Ananindeua,PA,Comentario,2022-09-13 14:54:02,roseanereis29,Falta na travessa Santa Maria no centro do Maguary,,Falta na travessa Santa Maria no centro do Maguary,[],Missing at Travessa Santa Maria in the center of Maguay,-0.15,Negativo,0.075
Ananindeua,PA,Comentario,2022-09-12 19:06:40,viviane.simoes.718,"Como fazer para receber ? Foi feito a visita em minha casa , no vendaval do primeiro semestre que aconteceu na quinta das carmitas, e já fui pegar o documento na Sehab",,"Como fazer para receber ? Foi feito a visita em minha casa , no vendaval do primeiro semestre que aconteceu na quinta das carmitas, e já fui pegar o documento na Sehab",[],"How to receive? The visit was made at my house, in the gale of the first semester that happened at Quinta das Carmitas, and I went to take the document at Sehab",0.25,Positivo,0.333
Ananindeua,PA,Comentario,2022-09-19 15:00:18,milly_e_minha_mae_nany_ofc,Quando se tem enchentes dentro a casa.tem direito?@ananindeuapma,,Quando se tem enchentes dentro a casa.tem direito?,[],When you have floods inside the house. Do you right?,0.286,Positivo,0.536
Ananindeua,PA,Comentario,2022-09-12 11:13:44,profmarllonoficial,Viva à vida 🙌 💛,🙌💛,Viva à vida,"['U0001f64c', 'U0001f49b']",Live the life,0.536,Positivo,0.5
Ananindeua,PA,Comentario,2022-09-12 11:14:33,alessandromaiaoliveira,"Bom dia. Talvez essa seja uma das temáticas mais importante de toda a nossa sociedade. Isso porque, saúde mental envolve uma série de questões, muitas vezes veladas e imersas em preconceito (Psicofobia)... Precisamos atingir o máximo de pessoas com informações eficazes a fim de aniquilar o silêncio que envolve essa problemática. Não são poucas as pessoas que vivem essa situação de sofrimento constante, então, criar políticas sua garantam o olhar e a atenção é muito importante, pois, saúde mental afeta diretamente a saúde física.",,"Bom dia. Talvez essa seja uma das temáticas mais importante de toda a nossa sociedade. Isso porque, saúde mental envolve uma série de questões, muitas vezes veladas e imersas em preconceito (Psicofobia)... Precisamos atingir o máximo de pessoas com informações eficazes a fim de aniquilar o silêncio que envolve essa problemática. Não são poucas as pessoas que vivem essa situação de sofrimento constante, então, criar políticas sua garantam o olhar e a atenção é muito importante, pois, saúde mental afeta diretamente a saúde física.",[],"Good Morning. Perhaps this is one of the most important themes of our whole society. This is because mental health involves a number of, often veiled and immersed issues in prejudice (psychophobia) ... We need to achieve as many people with effective information to annihilate the silence that involves this problem. There are few people who live this situation of constant suffering, so creating policies of their eyes ensure their eyes and attention is very important because mental health directly affects physical health.",0.233,Positivo,0.477
Ananindeua,PA,Comentario,2022-09-13 14:15:02,clayseribeiro,"Vamos melhorar o atendimento e o espaço de atendimento e acolhimento do CAPS do Maguari. Prefeito  e  Observação: arcondicionado não funciona de forma adequada em alguns setores do estabelecimento ( faça a instalação de novos aparelhos de arcondicionado para que os funcionários possam ter um melhor ambiente de trabalho), principalmente os funcionários que trabalham na recepção. Vamos contrata mais psicólogos para um atendimento mais próximo entre uma consulta e outra ( meses entre um atendimento e outro) não é o mais adequado.",,"Vamos melhorar o atendimento e o espaço de atendimento e acolhimento do CAPS do Maguari. Prefeito e Observação: arcondicionado não funciona de forma adequada em alguns setores do estabelecimento ( faça a instalação de novos aparelhos de arcondicionado para que os funcionários possam ter um melhor ambiente de trabalho), principalmente os funcionários que trabalham na recepção. Vamos contrata mais psicólogos para um atendimento mais próximo entre uma consulta e outra ( meses entre um atendimento e outro) não é o mais adequado.",[],"We will improve the service and service and welcome space of CAPS do Maguari. Mayor and Observation: Arconditional does not work properly in some sectors of the establishment (install new arcondered devices so that employees can have a better work environment), especially employees who work at the reception. We will hire more psychologists for a closer service between one consultation and another (months between one service and another) is not the most appropriate.",0.367,Positivo,0.557
Ananindeua,PA,Comentario,2022-09-11 23:03:04,camille_smelo,Como faço para fazer parte disso?,,Como faço para fazer parte disso?,[],How do I be part of that?,0.0,Neutro,0.0
Ananindeua,PA,Comentario,2022-09-11 23:06:44,babioliveira99,Como se inscreve?,,Como se inscreve?,[],How do you subscribe?,0.0,Neutro,0.0
Ananindeua,PA,Comentario,2022-09-11 23:59:19,lene.naza,Aonde fica isso,,Aonde fica isso,[],Where is that,0.0,Neutro,0.0
Ananindeua,PA,Comentario,2022-09-12 00:03:18,tais_vieir4,Como me escrever??,,Como me escrever??,[],How to write me ??,0.0,Neutro,0.0
Ananindeua,PA,Comentario,2022-09-14 11:50:38,riomarmariscoos,Onde e local e gratuito?,,Onde e local e gratuito?,[],Where is place and free?,0.4,Positivo,0.8
Ananindeua,PA,Comentario,2022-09-11 16:09:15,profvanessajeane2,Muito bom. Aqui na vizinha Rua Coahpa no conjunto Julia seffer também está precisando desse serviço. Aliás todas as principais do conjunto.,,Muito bom. Aqui na vizinha Rua Coahpa no conjunto Julia seffer também está precisando desse serviço. Aliás todas as principais do conjunto.,[],Very good. Here at neighboring Coahpa Street at Julia Seffer Set also needs this service. In fact all the main ones of the set.,0.538,Positivo,0.557
Ananindeua,PA,Comentario,2022-09-11 19:51:16,rodrigoorodrigues_,"Prefeitura de Ananindeua, façam um levantamento de quais WE da Cidade Nova precisa de Tapa Buraco. Tem we que não precisa asfaltar toda. Um exemplo é a WE 44 entre SN 3 e Estrada da Providência. Vejam isso",,"Prefeitura de Ananindeua, façam um levantamento de quais WE da Cidade Nova precisa de Tapa Buraco. Tem we que não precisa asfaltar toda. Um exemplo é a WE 44 entre SN 3 e Estrada da Providência. Vejam isso",[],"Ananindeua City Hall, survey which we do the new city needs a hole slap. We have we need not asphalt all. An example is the We 44 between SN 3 and Estrada da Providência. See this",0.136,Positivo,0.455
Ananindeua,PA,Comentario,2022-09-11 20:11:01,marlonzau,"Por favor venham ajeitar a iluminação da passagem vinte e sete de março e Manoel Ribeiro com seus leds, estamos no escuro e moramos bem na frente dessa mata do açude maguari, um dos bairros mais conhecidos e principais e vocês esquecem a gente",,"Por favor venham ajeitar a iluminação da passagem vinte e sete de março e Manoel Ribeiro com seus leds, estamos no escuro e moramos bem na frente dessa mata do açude maguari, um dos bairros mais conhecidos e principais e vocês esquecem a gente",[],"Please come to light the lighting of the twenty -seven passage and Manoel Ribeiro with their LEDs, we are in the dark and we live right in front of this Mata do Açude Maguari, one of the best known and main neighborhoods and you forget us",0.306,Positivo,0.462
Ananindeua,PA,Comentario,2022-09-12 19:11:17,yuri_lorran_silva,Aqui na rua mucucuau no curuçanba precisa,,Aqui na rua mucucuau no curuçanba precisa,[],Here at Rua Mucuucuau in Curuçanba Need,0.0,Neutro,0.0
Ananindeua,PA,Comentario,2022-09-12 19:15:03,feliperodrigues1072,Porque não asfalta a rua direito logo?,,Porque não asfalta a rua direito logo?,[],Why don't you pave the right street soon?,0.286,Positivo,0.536
Ananindeua,PA,Comentario,2022-09-11 16:18:56,josenilsonsouzajuninho,Gostaria de saber quando a prefeitura vai fazer a prefeitura vai fazer a drenagem e pavimentação asfáltica da rua Coronel Gomes no Distrito industrial está só buraco é lama,,Gostaria de saber quando a prefeitura vai fazer a prefeitura vai fazer a drenagem e pavimentação asfáltica da rua Coronel Gomes no Distrito industrial está só buraco é lama,[],I would like to know when the city will make the city will do the drainage and asphalt paving of Coronel Gomes Street in the Industrial District is only hole is mud,0.0,Neutro,1.0
Ananindeua,PA,Comentario,2022-09-11 16:50:57,marciosouza2400,Quando vão asfaltar a estrada da Itabira só fizeram raspagem no local e limpeza. Vai chegar o inverno,,Quando vão asfaltar a estrada da Itabira só fizeram raspagem no local e limpeza. Vai chegar o inverno,[],When they asphalt the Itabira Road they only scraping on site and cleaning. Winter will arrive,0.0,Neutro,1.0
Ananindeua,PA,Comentario,2022-09-11 17:48:32,lene.naza,Aqui na paar tem várias ruas precisando de asfalto moro aqui na rua Alameda Barcarena desse que me mudei pra cá vai fazer 19 anos que aqui só foi passado uma vez asfalto na época que ainda era o Elder Barbalho !!,,Aqui na paar tem várias ruas precisando de asfalto moro aqui na rua Alameda Barcarena desse que me mudei pra cá vai fazer 19 anos que aqui só foi passado uma vez asfalto na época que ainda era o Elder Barbalho !!,[],Here at Paar there are several streets needing asphalt I live here on Alameda Barcarena Street that I moved here will be 19 years that was only passed once asphalt at the time that was still Elder Barbalho !!,0.045,Positivo,0.5
Ananindeua,PA,Comentario,2022-09-13 13:46:47,rodrigodesouzaleo,Eterno tapa buraco,,Eterno tapa buraco,[],Eternal slap hole,0.0,Neutro,0.0
Ananindeua,PA,Comentario,2022-09-11 19:07:56,r_sbarbosa, vem com tudo kkkkkkkkkkk,,vem com tudo kkkkkkkkkkk,[],Come with everything kkkkkkkkkk,0.0,Neutro,0.0
Ananindeua,PA,Comentario,2022-09-11 11:47:39,__tarsoalves,👏 👏,👏,,"['U0001f44f', 'U0001f44f']",,0.4,Positivo,0.0
Ananindeua,PA,Comentario,2022-09-11 14:00:44,gabriiell.menezes_, prima linda ali oh 😍,😍,prima linda ali oh,['U0001f60d'],beautiful cousin there oh,1.05,Positivo,1.0
Ananindeua,PA,Comentario,2022-09-12 00:34:13,cris.almeida50,👏 👏 👏 ,👏,,"['U0001f44f', 'U0001f44f', 'U0001f44f']",,0.6,Positivo,0.0
Ananindeua,PA,Comentario,2022-09-13 17:52:29,elizabethpmoutinho,É sobre isso 🔥 esporte que amo demais 😍 ❤ ️,🔥😍❤,É sobre isso esporte que amo demais ️,"['U0001f525', 'U0001f60d', 'u2764']",It's about this sport that I love too much ️,0.65,Positivo,0.4
Ananindeua,PA,Comentario,2022-09-13 17:52:56,elizabethpmoutinho,"Que foto essa em , amo Futevôlei 😍",😍,"Que foto essa em , amo Futevôlei",['U0001f60d'],"What a photo this in, I love football",0.7,Positivo,0.6
Ananindeua,PA,Comentario,2022-09-13 17:56:30,vaniammoutinho,Lindona! 👏 👏 👏 👏,👏,Lindona!,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",Beautiful!,1.8,Positivo,1.0
Ananindeua,PA,Comentario,2022-09-10 23:12:33,vida_em_gotas_,Agora só vou ao trabalho por lá. Muito mais rápido...amei esta obra 👏 👏 👏 👏,👏,Agora só vou ao trabalho por lá. Muito mais rápido...amei esta obra,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",Now I'm just going to work there. Much faster ... I loved this work,1.25,Positivo,0.5
Ananindeua,PA,Comentario,2022-09-10 23:23:25,reka_roll,Dava pra colocar uma nova linha de ônibus aí né. 🙃,🙃,Dava pra colocar uma nova linha de ônibus aí né.,['U0001f643'],I could put a new bus line there.,0.136,Positivo,0.455
Ananindeua,PA,Comentario,2022-09-10 23:27:54,lohanamoreira,Seria ótimo uma linha de ônibus por aí....,,Seria ótimo uma linha de ônibus por aí....,[],It would be great a bus line out there ....,0.8,Positivo,0.75
Ananindeua,PA,Comentario,2022-09-11 00:23:30,simone.anete,O canal vai da estrada do Maguri até aonde?,,O canal vai da estrada do Maguri até aonde?,[],How far is the channel from Estrada do Maguari?,0.1,Positivo,1.0
Ananindeua,PA,Comentario,2022-09-12 14:13:14,joseanebrandao_costa,Vai de onde pra onde? Não conheço,,Vai de onde pra onde? Não conheço,[],Where do you go from where? I don't know,0.0,Neutro,0.0
Ananindeua,PA,Comentario,2022-09-10 21:03:32,__tarsoalves,👏 👏,👏,,"['U0001f44f', 'U0001f44f']",,0.4,Positivo,0.0
Ananindeua,PA,Comentario,2022-09-10 17:11:26,_hellensouza,Foi lindo ❤ ️ ❤ ️ ❤ ️ ❤ ️,❤,Foi lindo ️ ️ ️ ️,"['u2764', 'u2764', 'u2764', 'u2764']",It was beautiful ️ ️ ️ ️,1.65,Positivo,1.0
Ananindeua,PA,Comentario,2022-09-10 16:44:41,profmarllonoficial,👏 👏 👏 👏 👏 👏,👏,,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",,1.2,Positivo,0.0
Ananindeua,PA,Comentario,2022-09-10 16:37:43,jennifermacambira,Parabéns a todos envolvidos. Foi lindo de ver. 👏 👏 👏 ❤ ️,👏❤,Parabéns a todos envolvidos. Foi lindo de ver. ️,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'u2764']",Congratulations to all involved. It was beautiful to see. ️,1.65,Positivo,1.0
Ananindeua,PA,Comentario,2022-09-10 16:49:42,lorrane_swts_,Foi a coisa mais linda 👏,👏,Foi a coisa mais linda,['U0001f44f'],It was the most beautiful thing,0.875,Positivo,0.75
Ananindeua,PA,Comentario,2022-09-10 22:00:14,adrielemaquiagens,"Cansativo, porém, muito satisfatório ❤ ️ 😍",❤😍,"Cansativo, porém, muito satisfatório ️","['u2764', 'U0001f60d']","Tiring, however, very satisfactory ️",0.6,Positivo,0.3
Ananindeua,PA,Comentario,2022-09-10 16:49:24,lorrane_swts_,😍 😍 ❤ ️ ❤ ️,😍❤,️ ️,"['U0001f60d', 'U0001f60d', 'u2764', 'u2764']",️ ️,0.8,Positivo,0.0
Ananindeua,PA,Comentario,2022-09-10 18:51:38,brunapjnheiro,🤠,🤠,,['U0001f920'],,0.0,Neutro,0.0
Ananindeua,PA,Comentario,2022-09-10 17:39:33,josiana.bio,Olha até nisso tô sentindo falta do Pioneiro pois pelo menos ele ficava no palanque vendo o desfile de todas as escolas municipais coisa que o atual prefeito nem se deu ao trabalho de fazer .,,Olha até nisso tô sentindo falta do Pioneiro pois pelo menos ele ficava no palanque vendo o desfile de todas as escolas municipais coisa que o atual prefeito nem se deu ao trabalho de fazer .,[],Look at this I'm missing the pioneer because at least he was on the stage watching the parade of all municipal schools that the current mayor didn't even bother to do.,-0.188,Negativo,0.271
Ananindeua,PA,Comentario,2022-09-10 16:17:35,naraluanne,👏 👏 👏,👏,,"['U0001f44f', 'U0001f44f', 'U0001f44f']",,0.6,Positivo,0.0
Ananindeua,PA,Comentario,2022-09-11 00:29:04,cozinhadadinda_,👏 👏 👏 👏 👏 👏,👏,,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",,1.2,Positivo,0.0
Ananindeua,PA,Comentario,2022-09-10 16:25:27,wik_ximenes,😍 😍 😍 😍 ❤ Ameiiii,😍❤,Ameiiii,"['U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f60d', 'u2764']",Ameiiii,1.0,Positivo,0.0
Ananindeua,PA,Comentario,2022-09-10 16:11:10,nathaliaejulia,😍 😍 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏,😍👏,,"['U0001f60d', 'U0001f60d', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",,3.0,Positivo,0.0
Ananindeua,PA,Comentario,2022-09-10 16:07:52,__tarsoalves,👏 👏 👏,👏,,"['U0001f44f', 'U0001f44f', 'U0001f44f']",,0.6,Positivo,0.0
Ananindeua,PA,Comentario,2022-09-10 16:20:56,aalessandra_nascimento,👏 👏 😍 😍,👏😍,,"['U0001f44f', 'U0001f44f', 'U0001f60d', 'U0001f60d']",,0.8,Positivo,0.0
Ananindeua,PA,Comentario,2022-09-10 23:55:13,silviasantosdelima,"Sou a Emília Emília Emília,quero parabenizar a todos pelo lindo desfile escolar!! Sou pedagoga e sou apaixonada pelo que faço,amo levar alegria para as crianças!!",,"Sou a Emília Emília Emília,quero parabenizar a todos pelo lindo desfile escolar!! Sou pedagoga e sou apaixonada pelo que faço,amo levar alegria para as crianças!!",[],"I am Emilia Emília Emília, I want to congratulate everyone for the beautiful school parade !! I'm a pedagogue and I'm in love with what I do, I love to bring joy to the children !!",0.492,Positivo,0.527
Ananindeua,PA,Comentario,2022-09-10 16:31:22,jbfveiga,"Parabéns aos Servidores municipais que organizaram o desfile escolar..isso é muito importante não só paras as criança, mas para a família. Minha neta Maria Esther desfilou pelo Essência Anani 👏 👏 👏",👏,"Parabéns aos Servidores municipais que organizaram o desfile escolar..isso é muito importante não só paras as criança, mas para a família. Minha neta Maria Esther desfilou pelo Essência Anani","['U0001f44f', 'U0001f44f', 'U0001f44f']","Congratulations to the municipal servants who organized the school parade. This is very important not only for children, but for the family. My granddaughter Maria Esther paraded for the essence anani",0.69,Positivo,0.744
Ananindeua,PA,Comentario,2022-09-10 16:38:57,danipinheiro1401,"Nem uma autoridade no palanque para prestigiar o desfile das nossas crianças, que bonito ",,"Nem uma autoridade no palanque para prestigiar o desfile das nossas crianças, que bonito",[],"Not even an authority on the stage to honor the parade of our children, what a beautiful",0.3,Positivo,0.617
Ananindeua,PA,Comentario,2022-09-11 10:15:26,raissalima___, olha a primeira foto,,olha a primeira foto,[],Look at the first photo,0.25,Positivo,0.333
Ananindeua,PA,Comentario,2022-09-10 16:37:29,danipinheiro1401,"Se depender dos profissionais da educação de Ananindeua a  não vai receber um voto, uma vergonha a falta de valorização aos professores do município, que o próprio prefeito  deixa cada vez mais nítido.",,"Se depender dos profissionais da educação de Ananindeua a não vai receber um voto, uma vergonha a falta de valorização aos professores do município, que o próprio prefeito deixa cada vez mais nítido.",[],"If it depends on Ananindeua's education professionals will not receive a vote, a shame the lack of appreciation for teachers of the municipality, which the mayor himself makes increasingly clear.",0.1,Positivo,0.383
Ananindeua,PA,Comentario,2022-09-10 19:40:55,cassiasuelen, arrasou na produção do letreiro ❤ ️ ❤ ️,❤,arrasou na produção do letreiro ️ ️,"['u2764', 'u2764']",rocked the production of the sign ️ ️,0.4,Positivo,0.0
Ananindeua,PA,Comentario,2022-09-10 19:38:01,llorenabarra, tá famosa né amiga.,,tá famosa né amiga.,[],It's famous right friend.,0.393,Positivo,0.768
Ananindeua,PA,Comentario,2022-09-10 16:35:16,danipinheiro1401,"No desfile das escolas municipais o prefeito  não está presente para prestigiar o esforço e empenho de todos os envolvidos para estw dia, que de fato representa e significa muito para alunos e professores, mas nas caminhadas da esposa está presente querendo voto.",,"No desfile das escolas municipais o prefeito não está presente para prestigiar o esforço e empenho de todos os envolvidos para estw dia, que de fato representa e significa muito para alunos e professores, mas nas caminhadas da esposa está presente querendo voto.",[],"In the parade of municipal schools the mayor is not present to honor the effort and commitment of all involved for EstW Dia, which actually represents and means a lot for students and teachers, but in the walks of the wife is present wanting vote.",-0.062,Negativo,0.083
Ananindeua,PA,Comentario,2022-09-10 16:33:15,danipinheiro1401,"Uma vergonha o  não estar presente nos desfiles, assim como nenhum representante político, isso só mostra a falta de respeito e compromisso com a comunidade escolar e profissionais da educação.",,"Uma vergonha o não estar presente nos desfiles, assim como nenhum representante político, isso só mostra a falta de respeito e compromisso com a comunidade escolar e profissionais da educação.",[],"A shame not being present in the parades, as well as no political representative, this only shows the lack of respect and commitment to the school community and education professionals.",0.0,Neutro,0.367
Ananindeua,PA,Comentario,2022-09-11 14:30:03,tainaracnunes,"E os uniformes para os alunos das creches, que por motivo de saúde não puderam partir do desfile? Quando vão receber? ",,"E os uniformes para os alunos das creches, que por motivo de saúde não puderam partir do desfile? Quando vão receber?",[],"And the uniforms for day care centers, who could not leave the parade? When will they receive?",-0.25,Negativo,0.233
Ananindeua,PA,Comentario,2022-09-10 11:40:39,eutthami94,"E quem tomou a terceira dose da astrazeneca 27 anos, vai tá liberado quando a 4 dose????",,"E quem tomou a terceira dose da astrazeneca 27 anos, vai tá liberado quando a 4 dose????",[],"And who took the third dose of Astrazeneca 27 years, will be released when the 4 dose ????",0.0,Neutro,0.0
Ananindeua,PA,Comentario,2022-09-10 11:40:47,eutthami94,,,,[],,0.0,Neutro,0.0
Ananindeua,PA,Comentario,2022-09-10 11:51:33,luannaandrademonteiro,"Pessoas que tomaram doses em Belém, podem tomar a quarta dose em Ananindeua?",,"Pessoas que tomaram doses em Belém, podem tomar a quarta dose em Ananindeua?",[],Can people who have taken doses in Belém take the fourth dose in Ananindeua?,0.0,Neutro,0.0
Ananindeua,PA,Comentario,2022-09-10 12:44:37,__tarsoalves,👏 👏,👏,,"['U0001f44f', 'U0001f44f']",,0.4,Positivo,0.0
Ananindeua,PA,Comentario,2022-09-10 14:35:01,minhas_fraseseversos,"Boa tarde, Dr. Daniel. Por motivos de saúde, não consegui levar meu filho pra vacinar na campanha da poliomielite. Gostaria de saber se eu tenho como dar essa vacina mesmo após o fim da campanha que foi ontem. Ontem fui atrás mas o posto que costumo ir está em reforma.",,"Boa tarde, Dr. Daniel. Por motivos de saúde, não consegui levar meu filho pra vacinar na campanha da poliomielite. Gostaria de saber se eu tenho como dar essa vacina mesmo após o fim da campanha que foi ontem. Ontem fui atrás mas o posto que costumo ir está em reforma.",[],"Good afternoon, Dr. Daniel. For health reasons, I could not take my son to vaccinate in the polio campaign. I would like to know if I can give this vaccine even after the end of the campaign that was yesterday. Yesterday I went after but the post I usually go is under renovation.",0.225,Positivo,0.425
Ananindeua,PA,Comentario,2022-09-16 13:17:39,gellymiranda5865,Bom dia estão dando vacina do COVID aqui na ubs da cidade nova 1 próx da praça da Bíblia?,,Bom dia estão dando vacina do COVID aqui na ubs da cidade nova 1 próx da praça da Bíblia?,[],Good morning are covid vaccine here at UBS of the New City 1 Prx of Bible Square?,0.418,Positivo,0.527
Ananindeua,PA,Comentario,2022-09-16 16:53:16,kellemkifny,Depois do dia 16 não terá mais vacinação?,,Depois do dia 16 não terá mais vacinação?,[],After the 16th no more vaccination?,-0.25,Negativo,0.5
Ananindeua,PA,Comentario,2022-09-09 23:43:14,marineia_s_,👏 👏 👏 ❤ ️ 🙌,👏❤🙌,️,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'u2764', 'U0001f64c']",️,1.0,Positivo,0.0
Ananindeua,PA,Comentario,2022-09-10 15:31:00,dilseixas,👏 👏 eu não vejo a hora de receber,👏,eu não vejo a hora de receber,"['U0001f44f', 'U0001f44f']",I can't wait to receive,0.4,Positivo,0.0
Ananindeua,PA,Comentario,2022-09-12 21:40:16,cosmeticos_neidesantos,"Vcs são maravilhosos. Continuem fazendo esse trabalho lindo, digno de todo respeito.",,"Vcs são maravilhosos. Continuem fazendo esse trabalho lindo, digno de todo respeito.",[],"You are wonderful. Keep doing this beautiful work, worthy of all due respect.",0.515,Positivo,0.844
Ananindeua,PA,Comentario,2022-09-09 16:12:01,luanatavarez,🙌 🙌 🙌,🙌,,"['U0001f64c', 'U0001f64c', 'U0001f64c']",,0.6,Positivo,0.0
Ananindeua,PA,Comentario,2022-09-09 16:37:22,_deborahfurtadoo,Quando chega na cidade nova 8 ?,,Quando chega na cidade nova 8 ?,[],When does it arrive in the new city 8?,0.136,Positivo,0.455
Ananindeua,PA,Comentario,2022-09-09 16:08:28,rhaysoeiro,Amei vou divulgar aqui 👏,👏,Amei vou divulgar aqui,['U0001f44f'],LOVED I WILL DISCLOSE HERE,0.9,Positivo,0.8
Ananindeua,PA,Comentario,2022-09-09 17:59:02,inaramarcia,Bairro maguary pode? Aqui perto,,Bairro maguary pode? Aqui perto,[],Máguay neighborhood can? Nearby,0.0,Neutro,0.0
Ananindeua,PA,Comentario,2022-09-09 15:48:24,lene.naza,Quando vão pro icui,,Quando vão pro icui,[],When go to Icui,0.0,Neutro,0.0
Ananindeua,PA,Comentario,2022-09-09 15:32:53,soniacaxiasdo,Amor esse projeto castramove ❤ ️ ❤ ️,❤,Amor esse projeto castramove ️ ️,"['u2764', 'u2764']",Love this CastraMove project ️ ️,0.9,Positivo,0.6
Ananindeua,PA,Comentario,2022-09-09 23:49:34,__agatasousa,❤ ️ ❤ ️,❤,️ ️,"['u2764', 'u2764']",️ ️,0.4,Positivo,0.0
Ananindeua,PA,Comentario,2022-09-09 15:34:57,__tarsoalves,👏 👏,👏,,"['U0001f44f', 'U0001f44f']",,0.4,Positivo,0.0
Ananindeua,PA,Comentario,2022-09-09 20:53:35,nojosa28,Boa tarde sou da Guanabara tenho 2 gatos,,Boa tarde sou da Guanabara tenho 2 gatos,[],Good afternoon I'm from Guanabara I have 2 cats,0.7,Positivo,0.6
Ananindeua,PA,Comentario,2022-09-09 15:37:31,yngridc__,Pode pra quem é de águas brancas ou mora na estrada do maguari?,,Pode pra quem é de águas brancas ou mora na estrada do maguari?,[],Can those who are white waters or live on the Maguari Road?,0.068,Positivo,0.25
Ananindeua,PA,Comentario,2022-09-12 21:39:40,cosmeticos_neidesantos,Parabéns equipe do castra móvel.,,Parabéns equipe do castra móvel.,[],Congratulations Mobile Castra Team.,0.0,Neutro,0.0
Ananindeua,PA,Comentario,2022-09-09 15:21:22,bela_grey,Eeeeeeee,,Eeeeeeee,[],Eeeeeeee,0.0,Neutro,0.0
Ananindeua,PA,Comentario,2022-09-09 16:56:06,brunna_bfranco, pode Maguari?,,pode Maguari?,[],Can Maguari?,0.0,Neutro,0.0
Ananindeua,PA,Comentario,2022-09-12 16:36:43,damarisdsa,Maus tratos pela  MAIS AMOR AOS FELINOS e respeito com a população. #INd,,Maus tratos pela MAIS AMOR AOS FELINOS e respeito com a população. INd,[],Mistreatment for more love for felines and respect for the population. Indo,0.5,Positivo,0.55
Ananindeua,PA,Comentario,2022-09-09 17:08:04,lannymissmuse,Olha   era isso q eu tava falando q é gratuito,,Olha era isso q eu tava falando q é gratuito,[],Look that's what I was saying it's free,0.4,Positivo,0.8
Ananindeua,PA,Comentario,2022-09-12 16:26:45,luanatavarez,"Gente, as pessoas estão chegando na Paróquia e as senhas já foram distribuídas pela parte da manhã? Como isso? Se o horário dos gatos está das 13h até 16horas??? Vocês acham que as pessoas não tem o que fazer? Onde está na postagens que vocês irão da a fixa pela manhã?  ",,"Gente, as pessoas estão chegando na Paróquia e as senhas já foram distribuídas pela parte da manhã? Como isso? Se o horário dos gatos está das 13h até 16horas??? Vocês acham que as pessoas não tem o que fazer? Onde está na postagens que vocês irão da a fixa pela manhã?",[],"Guys, people are coming to the parish and have the passwords already distributed in the morning? Such that? If cat time is from 1 pm to 16 hours ??? Do you think people have nothing to do? Where are you in the posts you will give you a fix in the morning?",0.0,Neutro,0.5
Ananindeua,PA,Comentario,2022-09-12 17:12:12,jenniakira_,"Falta de respeito com as pessoas, no post esta escrito *de 13h às 16h para os gato* chegando no local soubemos que a senha foi distribuída pela parte da manhã, junto com os cães. COLOQUEM A INFORMAÇÃO CORRETA NO POST, REVISEM PARA DEPPIS POSTAR! OS ANIMAIS MERECEM RESPEITO   o pobre não tem 1 minuto de paz...",,"Falta de respeito com as pessoas, no post esta escrito *de 13h às 16h para os gato* chegando no local soubemos que a senha foi distribuída pela parte da manhã, junto com os cães. COLOQUEM A INFORMAÇÃO CORRETA NO POST, REVISEM PARA DEPPIS POSTAR! OS ANIMAIS MERECEM RESPEITO o pobre não tem 1 minuto de paz...",[],"Lack of respect for people, in the post is written * from 13h to 16h to the cat * arriving at the place we learned that the password was distributed in the morning, along with the dogs. Put the correct information in the post, review for Deppis post! Animals deserve respect the poor have no 1 minute of peace ...",-0.4,Negativo,0.6
