Municipio,UF,Post/Coment,Data,Usuario,Legenda,Comentarios,Likes
Ajuricaba,RS,Post,2021-12-04 01:12:51,portaldeajuricaba,Voa garoto! 😍,,151.0
Ajuricaba,RS,Comentario,2021-12-04 01:15:12,luccaenzo04,,"Um prazer enorme representar minha cidade, e obrigado pelo reconhecimento, tmjj 🙌🏾❤️",
Ajuricaba,RS,Comentario,2021-12-04 02:20:27,dududallabridaa,,Pra cima irmão 🔥👏,
Ajuricaba,RS,Comentario,2021-12-04 11:01:29,monica_andreia21,,Quanto orgulho eu tenho de ti ❤️❤️,
Ajuricaba,RS,Comentario,2021-12-04 11:52:39,noelioleiniczak,,👏👏,
Ajuricaba,RS,Comentario,2021-12-04 12:07:17,alzirotoso,,Pra cima @luccabilibio04 ...na torcida por aki,
Ajuricaba,RS,Post,2021-12-01 13:37:15,portaldeajuricaba,"Neste domingo (05) acontece o primeiro torneio promovido pelo Ajuricaba.com.

O evento marcará a entrada do portal como um impulsionador do esporte no município.

Para 2022, ao menos outras duas edições serão realizadas, englobando o público masculino e feminino de toda região.",,11.0
Ajuricaba,RS,Post,2021-11-28 22:29:29,portaldeajuricaba,Link na bio.,,86.0
Ajuricaba,RS,Post,2021-11-21 15:07:46,portaldeajuricaba,Está chegando o dia do nosso 1° Torneio de Vôlei de Praia! Inscreva sua dupla e vem passar esse dia super bacana com a gente.,,7.0
Ajuricaba,RS,Post,2021-11-12 19:03:27,portaldeajuricaba,Vem aí o 1° Vôlei de praia Torneio de Vôlei de Praia do Ajuricaba.com. Veja mais informações no site. Link na bio,,28.0
Ajuricaba,RS,Post,2021-11-05 21:58:25,portaldeajuricaba,Saiba mais em ajuricaba.com. Link na bio,,40.0
Ajuricaba,RS,Comentario,2021-11-05 22:08:07,nilzastephanini,,👏👏👏👏👏👏,
Ajuricaba,RS,Post,2021-11-02 18:07:25,portaldeajuricaba,Saiba mais em ajuricaba.com,,56.0
Ajuricaba,RS,Post,2021-11-01 23:46:39,portaldeajuricaba,Saiba mais em ajuricaba.com. Link na bio,,6.0
Ajuricaba,RS,Post,2021-10-16 23:33:18,portaldeajuricaba,Saiba mais em ajuricaba.com. Link na bio,,69.0
Ajuricaba,RS,Comentario,2021-10-16 23:36:17,andrighettop,,Que barbaridade.  Trabalho ninguém quer.,
Ajuricaba,RS,Comentario,2021-10-17 01:04:32,elainemarlipiesanti,,É mais fácil 😮,
Ajuricaba,RS,Post,2021-10-10 02:14:30,portaldeajuricaba,Saiba mais em ajuricaba.com. Link na bio.,,30.0
Ajuricaba,RS,Post,2021-09-29 12:57:35,portaldeajuricaba,Saiba mais no site. Link na bio,,33.0
Ajuricaba,RS,Comentario,2021-09-29 15:29:43,rosandroandrebrigo,,"Quando entrou o plano real, uma cerveja custava o mesmo q um litro de gasolina. Vai aumentar pra manter o nivelamento😒 🤦🏼‍♂️",
Ajuricaba,RS,Comentario,2021-09-29 15:38:07,guilherme.horing.79,,Agora sim tudo vai parar kkkkk,
Ajuricaba,RS,Post,2021-09-16 15:07:50,portaldeajuricaba,Saiba mais em ajuricaba.com. Link na bio,,52.0
Ajuricaba,RS,Comentario,2021-09-16 17:09:01,isoldematter,,HEITA Povinho invejoso 😂😂 deixa eles serem felizes😂😂😂,
Ajuricaba,RS,Comentario,2021-09-16 18:26:33,alexandrehoring,,"Noticia la de Santa Rosa,que isso vai acrescentar nas nossas vidas???",
Ajuricaba,RS,Comentario,2021-09-17 12:11:56,valdirstephanini,,Só não quero saber quem são kkkk,
Ajuricaba,RS,Post,2021-09-15 23:08:09,portaldeajuricaba,Saiba mais em ajuricaba.com,,66.0
Ajuricaba,RS,Comentario,2021-09-15 23:21:20,cilibohn,,Parabéns para a minha grande terra!,
Ajuricaba,RS,Post,2021-09-11 20:57:45,portaldeajuricaba,Saiba tudo em ajuricaba.com. Link na bio,,147.0
Ajuricaba,RS,Comentario,2021-09-11 21:47:10,vivianepalmero,,👏👏👏👏,
Ajuricaba,RS,Post,2021-09-11 17:07:42,portaldeajuricaba,Leia em ajuricaba.com,,7.0
Ajuricaba,RS,Post,2021-09-11 00:40:47,portaldeajuricaba,Saiba mais em ajuricaba.com. Link na bio,,107.0
Ajuricaba,RS,Post,2021-09-03 15:36:55,portaldeajuricaba,Leia em ajuricaba.com,,22.0
Ajuricaba,RS,Post,2021-09-03 15:36:09,portaldeajuricaba,Saiba mais em ajuricaba.com,,71.0
Ajuricaba,RS,Post,2021-08-26 01:03:27,portaldeajuricaba,Saiba mais no site. Link na bio.,,15.0
Álvares Machado,SP,Post,2022-09-16 17:45:08,gov.alvaresmachado,"Que tal juntar os colecionadores em um único lugar? 🏆⚽️

A Coordenadoria de Esportes promove amanhã, dia 17, a partir das 16h, encontro para Troca de Figurinhas. 

Venha para a Praça Getúlio Vargas, reúna os seus amigos e complete a sua coleção.",,11.0
Álvares Machado,SP,Post,2022-09-13 13:44:13,gov.alvaresmachado,"🚨 Papais, mamães e
responsáveis, atenção! 

Não deixem de levar seus filhos! 🚨",,12.0
Álvares Machado,SP,Post,2022-09-12 17:15:08,gov.alvaresmachado,"O Fundo Social em parceria com SEBRAE está com inscrições abertas para o Curso: Fabrique e venda Panetones e Doces Natalinos.

São 16 vagas. Para se inscrever, basta comparecer no Fundo Social das 8h às 16h até o dia 23/09, portando o RG e CPF.

✅ INFORMAÇÕES SOBRE O CURSO
- O curso será realizado de 29/09 a 07/10, das 13h às 17h, no Fundo Social, que fica na Rua Presidente Prudente, 241 – Bairro Nossa Senhora da Paz.",,6.0
Álvares Machado,SP,Post,2022-09-07 14:19:36,gov.alvaresmachado,🇧🇷 Já raiou a liberdade no horizonte do Brasil.,,12.0
Álvares Machado,SP,Comentario,2022-09-07 14:22:29,ezekiel_nunes30,,Triste não ver mais aquelas paradas festivas  parece que o civismo está acabando muito triste era lindo os desfiles na avenida 😢😢😢,
Álvares Machado,SP,Post,2022-09-06 14:15:43,gov.alvaresmachado,"CONFIRA O QUE ABRE E FECHA NESTE FERIADO 

De acordo com o Decreto N° 3012/2021, o feriado nacional da Independência do Brasil, celebrado amanhã, dia 7, altera o atendimento em alguns locais públicos. Confira.

PREFEITURA: Fechada. Os atendimentos retornam na quinta-feira, dia 8 de setembro.
.
DISPENSÁRIO DE MEDICAMENTOS:
Quarta-feira (7) - Fechado
Quinta-feira (8)- Aberto
.
UNIDADES DE SAÚDE: Fechadas; Os atendimentos retornam na quinta-feira, dia 8 de setembro.

.
SERVIÇOS DE AMBULÂNCIA: Funcionará normalmente;
.
COLETA SELETIVA:
- Itinerário normal.
.
COLETA DE LIXO:
- Itinerário normal.",,34.0
Álvares Machado,SP,Post,2022-09-06 12:53:06,gov.alvaresmachado,"🚨 Papais, mamães e responsáveis, atenção!

É a ÚLTIMA SEMANA da Campanha de Vacinação Contra a Poliomielite e Multivacinação. A imunização será realizada até o dia 9 de setembro. 

👉 Crianças menores de 5 anos devem ser vacinadas contra a Poliomielite.

👉 Já crianças e adolescentes entre 5 e menores de 15 anos devem manter atualizada a carteira de vacinação com a Multivacinação.

✅Não se esqueça de levar um documento e o cartão de vacina.",,6.0
Álvares Machado,SP,Post,2022-09-05 13:42:02,gov.alvaresmachado,"🎗Setembro Amarelo : mês de conscientização sobre a prevenção do suicídio.🌻 

O governo de Álvares Machado, por meio da Divisão de Saúde do município, preparou uma programação especial, com início nesta sexta-feira, dia 9. Todas as atividades serão realizadas no Centro de Especialidades, no Jardim Primavera. 

Você é nosso convidado.  Confira a programação. 🎗",,40.0
Álvares Machado,SP,Post,2022-09-02 12:15:11,gov.alvaresmachado,"VEM AÍ DRIVE-THRU AMBIENTAL ♻️

Recicláveis, eletrodomésticos, eletroeletrônicos, pilhas, baterias, lâmpadas e óleo de cozinha poderão ser descartados no ecoponto disponível na Casa da Agricultura.🔋🔌💡",,29.0
Álvares Machado,SP,Post,2022-08-25 13:51:09,gov.alvaresmachado,"✅AGORA É A VEZ DOS HOMENS!

Nos dias 30 e 31 de agosto, das 9h às 14h, o Governo de Álvares Machado informa que receberá a Unidade Móvel para a realização de exames de Prevenção do Câncer de Próstata. 

👉Os exames serão realizados por meio da coleta de sangue (PSA). 💉

Homens acima de 40 anos podem realizar o exame. É gratuito. Para isso, precisam comparecer na data e local descrito na imagem portando o cartão do SUS e o CPF. 

⏩Atenção para as recomendações:
Não ter relações sexuais e não realizar exercícios em bicicleta ou equitação (andar a cavalo) nas 72 horas (03 dias) antes da coleta de sangue;",,9.0
Álvares Machado,SP,Post,2022-08-23 14:06:53,gov.alvaresmachado,"🚨 COVID- 19: ATENÇÃO PARA O NOVO GRUPO DE VACINAÇÃO

- Crianças de 3 e 4 anos já podem tomar a primeira dose.
- Liberada a 4ª dose para pessoas acima de 30 anos.

👉Confira os horários e locais de vacinação:
 📌 UBS Maria Maia: de segunda a sexta-feira, das 7h30 às 15h;
 📌 ESF Parque dos Pinheiros: de segunda a sexta-feira, das 7h30 às 15h;

 ✅ Não se esqueça de levar um documento e o cartão de vacina.",,56.0
Álvares Machado,SP,Post,2022-08-15 14:03:45,gov.alvaresmachado,"🚨 O DIA D DA VACINAÇÃO ESTÁ CHEGANDO!

👉 Crianças menores de 5 anos devem ser vacinadas contra a Poliomielite.
👉 Já crianças e adolescentes entre 5 e menores de 15 anos devem manter atualizada a carteira de vacinação com a Multivacinação.

✅Não se esqueça de levar um documento  e o cartão de vacina.",,31.0
Álvares Machado,SP,Post,2022-08-10 16:21:53,gov.alvaresmachado,"Pais e responsáveis, atenção!

- Crianças menores de 5 anos devem ser vacinadas contra a Poliomielite.

- Já crianças e adolescentes entre 5 e menores de 15 anos devem manter atualizada a carteira de vacinação com a Multivacinação.

 Fiquem atentos no calendário de vacinação!",,18.0
Álvares Machado,SP,Post,2022-08-10 12:11:30,gov.alvaresmachado,Você é nosso convidado!,,3.0
Álvares Machado,SP,Post,2022-08-06 16:59:27,gov.alvaresmachado,"A Divisão de Saúde inicia a partir desta segunda-feira, dia 8, a Campanha Nacional de Vacinação contra a Poliomielite e Multivacinação.

 O objetivo é imunizar contra a poliomielite o público de 1 a 4 anos e atualizar a caderneta de crianças e adolescentes de 0 a 14 anos. A campanha segue até o dia 9 de setembro. 

Confira os horários e locais de vacinação:

📌 UBS Maria Maia: de segunda a sexta-feira, das 7h30 às 15h;
📌 ESF Parque dos Pinheiros: de segunda a sexta-feira, das 7h30 às 15h;",,11.0
Álvares Machado,SP,Post,2022-08-05 19:07:33,gov.alvaresmachado,"FACAM 2022: MAIS UMA ATRAÇÃO CONFIRMADA

Além da dupla Fernando & Sorocaba, já temos mais uma atração confirmada: George Henrique & Rodrigo vem aí!",,405.0
Álvares Machado,SP,Comentario,2022-08-06 14:19:42,claudio.santossfc,,🙌🙌🙌,
Álvares Machado,SP,Comentario,2022-08-06 01:07:57,lucienedacome,,👏👏👏❤️,
Álvares Machado,SP,Comentario,2022-08-05 22:31:34,dirce6571,,Obaaaa 👏👏👏👏👏esse é nosso prefeito,
Álvares Machado,SP,Comentario,2022-08-06 12:15:23,jaquelinematos628,,👏👏👏,
Álvares Machado,SP,Comentario,2022-08-06 00:51:16,guilherme_arigaoficial,,Top demais 😍😍😍😍,
Álvares Machado,SP,Comentario,2022-08-05 20:14:49,iancapacheco,,👏👏,
Álvares Machado,SP,Comentario,2022-08-05 19:40:02,manda_tosta,,Facam vai ser melhor q expo 🔥,
Álvares Machado,SP,Comentario,2022-08-05 20:12:59,modapraiaemasculina1980,,Onde vai ser a façam..??,
Álvares Machado,SP,Post,2022-08-04 13:27:37,gov.alvaresmachado,"✅ A data da última Audiência Pública de revisão do Plano Diretor foi alterada para a próxima quarta-feira, dia 10 de agosto, às 19h, no Plenário da Câmara Municipal, de forma presencial.",,6.0
Álvares Machado,SP,Comentario,2022-08-05 03:05:51,lucaswillianms10,,Queria q vcs postassem um pdf de como vai ficar,
Álvares Machado,SP,Post,2022-07-27 21:18:41,gov.alvaresmachado,"Nesta quinta-feira, dia 28, a Divisão de Saúde irá promover uma ação de testagem das hepatites B e C, das 7h às 16h, em todas as unidades de saúde do município. 

O teste é rápido, sigiloso e gratuito. Para realizar o exame, basta comparecer na unidade de saúde mais próxima com um documento de identificação.",,7.0
Álvares Machado,SP,Post,2022-07-27 12:01:19,gov.alvaresmachado,"✅ AUDIÊNCIA PÚBLICA DE REVISÃO DO PLANO DIRETOR 

O governo de Álvares Machado comunica que a última Audiência Pública do Processo de Revisão do Plano Diretor será realizada no dia 4 de agosto, às 19h, no Plenário da Câmara Municipal, de forma presencial. 

➡️ Até lá, a população, também, pode participar da Audiência Pública Digital até o dia 3 de agosto, enviando suas sugestões pelo link: https://forms.gle/mR1rouRq1sKnfWkTA

➡️ Todos os materiais e informações podem ser acessados pelo link: https://abre.ai/eLC2

Sua participação é fundamental!",,14.0
Álvares Machado,SP,Post,2022-07-15 14:05:40,gov.alvaresmachado,"O governo de Álvares Machado informa que as inscrições para novas vagas do Programa ‘Bolsa do Povo/ Trabalho’ serão abertas nesta sexta-feira (15) e seguem até domingo, dia 17 de julho.  As inscrições devem ser feitas exclusivamente pelo site www.bolsadopovo.sp.gov.br.

O Programa atenderá cidadãos desempregados com bolsa-auxílio de R$ 540,00 (quinhentos e quarenta reais), além de curso de qualificação virtual e atividades de trabalho em órgãos públicos por 4 horas diárias, 5 dias por semana, durante 5 meses.

Para participar é necessário preencher os seguintes requisitos:
 ✅ Maior de 18 anos;
 ✅Desempregado;
 ✅ Morar no Estado de São Paulo há mais de 2 anos;
 ✅Renda per capta menor do que meio salário mínimo;",,36.0
Álvares Machado,SP,Post,2022-07-13 14:26:19,gov.alvaresmachado,"TEM PREVENÇÃO CHEGANDO!

 É possível prevenir o câncer de colo de útero. Para isto, de 19 a 22 de julho, das 9h às 16h, o Governo de Álvares Machado informa que receberá a Unidade Móvel da Associação de Apoio ao Portador de Câncer de Presidente Prudente para a realização de exames de Prevenção do Câncer de Colo. 

Mulheres entre 25 e 65 anos podem realizar o exame gratuitamente. 

Para isso, precisam comparecer na data e local descrito na imagem portando o cartão do SUS e o CPF.",,30.0
Álvares Machado,SP,Post,2022-06-30 12:11:35,gov.alvaresmachado,"Vai rolar feira com música ao vivo nesta quinta e sexta-feira,  bora prestigiar?",,26.0
Álvares Machado,SP,Comentario,2022-06-30 13:09:54,ezekiel_nunes30,,@mohnyk_mendes  olha eles aí canta muito 👏👏,
Álvares Machado,SP,Post,2022-06-26 15:11:16,gov.alvaresmachado,"A expectativa de investimentos no passado era de R$ 4 milhões, mas esse montante mudou. Querem notícia boa? Venham comigo, confira no vídeo!

Governador @rodrigogarciaoficial e deputado estadual @mauro.bragato , muito obrigado pelos investimentos em Álvares Machado e região. Uma boa política é isso, é olhar com carinho para as necessidades da população.",,191.0
Álvares Machado,SP,Comentario,2022-06-27 02:46:34,eliaslags,,Prefeito quando vai fazer casinha no pq dos Pinheiros e panorama me avisa por favor q preciso de uma pra minha família pagar aluguel está ficando difícil muito obrigado DEUS abençoe.,
Álvares Machado,SP,Post,2022-06-24 12:27:06,gov.alvaresmachado,"A partir desta sexta-feira, dia 24, pessoas acima de 40 anos já podem receber a 4ª dose de reforço contra COVID-19. 

Confira os locais e horários:
 📌 UBS Maria Maia: De segunda a sexta-feira, das 7h às 12h e das 13h às 15h.
 📌 ESF Parque dos Pinheiros: De segunda a sexta-feira, das 7h às 12h e das 13h às 15h.

Lembrando que é necessário o uso de máscara. 😷",,26.0
Álvares Machado,SP,Post,2022-06-21 14:44:45,gov.alvaresmachado,"Mais um compromisso cumprido. 
Um local bem preparado para receber nossas crianças faz toda a diferença. 

Quero agradecer ao governador @rodrigogarciaoficial  e ao Deputado Estadual @mauro.bragato pela parceria na conclusão dessa obra.",,203.0
Álvares Machado,SP,Comentario,2022-06-21 14:51:44,camilanunescmc,,@jocineynunes,
Álvares Machado,SP,Comentario,2022-06-21 15:22:40,valdirene_gcarvalho,,Ficou maravilhosa!!! 👏👏👏🙌,
Álvares Machado,SP,Comentario,2022-06-21 15:44:25,valterluciobezerra,,"Parabéns, Valdirene!",
Álvares Machado,SP,Comentario,2022-06-21 16:34:51,fernanda_avellaneda_adv,,A Val é maravilhosa! Cuidadosa em tudo que faz! Parabéns!!!!,
Álvares Machado,SP,Comentario,2022-06-21 17:25:28,river_bryanzorzatto,,Que trabalho lindo!! 👏🏻👏🏻👏🏻,
Álvares Machado,SP,Comentario,2022-06-21 18:22:22,velucia9194,,👏👏👏👏👏👏,
Álvares Machado,SP,Comentario,2022-06-21 18:31:48,taniasoarespiquione,,nossa que linda parabéns à todos envolvidos...quem ganha somos todos nós machadenses 👏👏,
Álvares Machado,SP,Post,2022-06-16 21:32:50,gov.alvaresmachado,"Termina nesta sexta-feira, dia 17, o prazo para inscrições no Programa Bolsa do Povo. 

Se você, machadense, ainda não fez sua inscrição, não perca tempo. 

  O Programa atenderá cidadãos desempregados com bolsa-auxílio de R$ 540,00 (quinhentos e quarenta), além de curso de qualificação virtual e atividades de trabalho em órgãos públicos por 4 horas diárias, 5 dias por semana, durante 5 meses. 

Para participar é necessário preencher os seguintes requisitos: 
- Maior de 18 anos;
- Desempregado;
- Morar no Estado de São Paulo há mais de 2 anos;
- Renda per capta menor do que meio salário mínimo;

INSCRIÇÕES
As inscrições deverão ser realizadas exclusivamente pelo portal Bolsa do Povo (www.bolsadopovo.sp.gov.br ).",,23.0
Álvares Machado,SP,Comentario,2022-06-17 03:48:01,richardwssg4,,@floriano.fabi,
Álvares Machado,SP,Post,2022-06-15 22:46:36,gov.alvaresmachado,Mais uma benfeitoria entregue para nossa população. Quero agradecer ao governador @rodrigogarciaoficial e ao deputado @mauro.bragato pelo apoio e parceria para a conclusão dessa obra.,,397.0
Álvares Machado,SP,Comentario,2022-06-15 23:06:48,p_cervellini,,👏👏👏👏,
Álvares Machado,SP,Comentario,2022-06-15 23:15:17,emersoncamargo6,,👏👏👏,
Álvares Machado,SP,Comentario,2022-06-15 23:21:07,diomaziodaniel,,👏,
Álvares Machado,SP,Comentario,2022-06-15 23:28:32,ianaraoficial,,Parabéns a todos. Que alegria em saber e ver a educação de nossas crianças sendo prioridade nessa gestão. Que orgulho de vocês!!!! Parabéns parabéns. 😍❤️🙏,
Álvares Machado,SP,Comentario,2022-06-15 23:38:12,cristianehiguti,,"Parabéns prefeito, ficou tudo muito lindo as instalações com certeza proporcionará, muito conforto para nossas crianças e muito mais tranquilidade aos seus pais parabéns pelo excelente trabalho que está desenvolvendo para o nosso munícipio 👏👏👏",
Álvares Machado,SP,Comentario,2022-06-15 23:42:18,marciocristianorodriguespon,,Parabéns👏👏👏,
Álvares Machado,SP,Comentario,2022-06-15 23:49:34,artesgelatelie,,👏👏👏👏👏muito orgulho deste Governo  Machadense.,
Álvares Machado,SP,Comentario,2022-06-15 23:50:05,lucienedacome,,👏👏👏🙌🙌🙌🙌❤️,
Álvares Machado,SP,Comentario,2022-06-15 23:52:33,rodrigo.bortoluzzi,,Parabéns prefeito e equipe da prefeitura,
Álvares Machado,SP,Comentario,2022-06-15 23:53:39,carla.cavalleri,,Ficou maravilhosa 👏👏👏,
Álvares Machado,SP,Comentario,2022-06-15 23:58:27,taniaalmeidasola,,👏👏👏,
Álvares Machado,SP,Comentario,2022-06-16 00:26:19,amandab.oliv,,👏❤️,
Álvares Machado,SP,Comentario,2022-06-16 00:33:38,josejlpp,,O negócio agora é virar prefeito de prudente heim 😅. Precisamos de alguém como vc! 👏👏,
Álvares Machado,SP,Comentario,2022-06-16 01:08:25,laircefuruya,,"Parabéns, que lindo!👏👏😍❤️",
Álvares Machado,SP,Comentario,2022-06-16 01:34:53,eliaslags,,Parabéns só falta casas para pq dos Pinheiros e panorama .,
Álvares Machado,SP,Comentario,2022-06-16 02:40:58,river_bryanzorzatto,,Que bacana prefeito 👏👏! Nossas crianças merecem...,
Álvares Machado,SP,Comentario,2022-06-16 04:16:57,renatinha5788,,👏👏👏 @rogergasquess,
Álvares Machado,SP,Comentario,2022-06-16 11:22:49,silvasantoscicera,,Parabéns prefeito 👏👏👏👏👏,
Álvares Machado,SP,Post,2022-06-09 14:33:18,gov.alvaresmachado,"Amanhã, além da Feira na Avenida das Américas, também vai rolar música ao vivo.

É a partir das 19h.",,28.0
Álvares Machado,SP,Comentario,2022-06-09 14:38:53,verdadesditaseponto,,👏👏👏👏,
Álvares Machado,SP,Post,2022-06-06 17:39:58,gov.alvaresmachado,"Neste sábado, dia 11 de junho, das 9h às 12h, o Fundo Social promove o Drive-Thru Solidário em frente à prefeitura. Faça sua doação. Podem ser doadas roupas, calçados e cobertores em bom estado de conversação. 

Sua colaboração é fundamental. ❤️",,13.0
Álvares Machado,SP,Post,2022-06-05 12:47:17,gov.alvaresmachado,"Quando cuidamos do meio ambiente, cuidamos do futuro de todos.",,7.0
Álvares Machado,SP,Post,2022-06-02 18:33:19,gov.alvaresmachado,"Adolescentes de 12 a 17 anos já podem receber a dose de reforço contra COVID-19. Fique atento: é necessário ter concluído o esquema vacinal (1ª e 2ª dose) há pelo menos 4 meses. 

Confira os locais e horários:
 📌 UBS Maria Maia: De segunda a sexta-feira, das 7h às 13h. 
 📌 ESF Parque dos Pinheiros: De segunda a sexta-feira, das 7h às 13h.

Lembrando que é necessário o uso de máscara. 😷",,14.0
Álvares Machado,SP,Post,2022-05-30 14:33:10,gov.alvaresmachado,"É uma grande alegria estar cumprindo mais esse compromisso com a nossa educação.  Ver o sorriso das nossas crianças nos mostra que estamos no caminho certo. 

Finalizamos a entrega de 1.107 pares de tênis para os alunos do infantil e 3.606 kits de material escolar para todos os estudantes da rede.  Esse é nosso objetivo, proporcionar uma educação bem estruturada para nossos alunos. Vem mais por aí!",,234.0
Álvares Machado,SP,Comentario,2022-05-30 14:44:54,simone.coelho.37853,,Os alunos do Franco Montoro e da Márcia Helena tbm vão ganhar tênis 👟?,
Álvares Machado,SP,Comentario,2022-05-30 14:49:17,valterluciobezerra,,Muito bom! Parabéns,
Álvares Machado,SP,Comentario,2022-05-30 14:56:02,jaquelinematos628,,Parabéns nossas crianças merecem 👏👏,
Álvares Machado,SP,Comentario,2022-05-30 15:26:42,soniadgalante,,Parabéns pelo investimento na educação 👏👏👏👏👏,
Álvares Machado,SP,Comentario,2022-05-30 15:33:16,marielegirotti,,@juragislaine,
Álvares Machado,SP,Comentario,2022-05-30 17:56:11,cleidematiassilva,,👏👏👏👏,
Álvares Machado,SP,Comentario,2022-05-31 01:31:57,fc.mello,,❤️,
Álvares Machado,SP,Comentario,2022-05-31 21:01:28,renatinha5788,,👏👏👏👏 uhuhuhuhu parabéns prefeito @rogergasquess,
Álvares Machado,SP,Post,2022-05-29 17:46:13,gov.alvaresmachado,"O governo de Álvares Machado, por meio da Divisão de Saúde, convida a todos para participarem da AUDIÊNCIA PÚBLICA, dia 31 de maio (terça-feira), às 9h, no Plenário da Câmara Municipal, objetivando a demonstração e a avaliação das Metas Fiscais do 1° quadrimestre de 2022.",,9.0
Álvares Machado,SP,Post,2022-05-27 12:51:35,gov.alvaresmachado,"Sextou! 😍

Hoje tem feira e cultura. Bora prestigiar? 
Na Avenida das Américas, a partir das 19h.",,5.0
Álvares Machado,SP,Post,2022-05-25 17:03:31,gov.alvaresmachado,"MORADORES DOS BAIRROS DO PARQUE DOS PINHEIROS E JARDIM PANORAMA.

Nesta quinta-feira, dia 26 de maio, vai rolar a apresentação do Projeto Brincando de Capoeiragem durante a feira.

 Você é nosso principal convidado. Bora prestigiar? 😍",,13.0
Álvares Machado,SP,Post,2022-05-17 14:43:18,gov.alvaresmachado,"#PARTIUVACINAR contra a gripe.

Se você faz parte do público-alvo e ainda não foi tomar a vacina contra a #GRIPE, corra para o posto de vacinação mais próximo e proteja-se!

✅ É necessário levar a caderneta de Vacinação.

Confira os locais e horários:
 📌 - UBS Maria Maia: De segunda a sexta-feira, das 7h30 às 15h. 
 📌 - ESF Parque dos Pinheiros: De segunda a sexta-feira, das 7h30 às 15h.
 📌 - Coronel Goulart: Terças-feiras, das 7h30 às 10h.",,5.0
Álvares Machado,SP,Post,2022-05-12 19:59:53,gov.alvaresmachado,"Hoje, 12 de maio, é comemorado o Dia da Conscientização sobre a Fibromialgia.

A fibromialgia é uma síndrome clínica que se manifesta com dor no corpo todo, principalmente na musculatura. Junto com a dor, a fibromialgia causa sintomas de fadiga, sono não reparador (a pessoa acorda cansada), além de possíveis alterações de memória e atenção, ansiedade, depressão e distúrbios intestinais.",,7.0
Álvares Machado,SP,Post,2022-04-28 17:41:51,gov.alvaresmachado,"Machadense, é hora de se proteger! 

Sábado, dia 30 de abril, é o dia D da vacinação contra gripe e sarampo, fique atento aos grupos prioritários e locais.

📌 A imunização será realizada na UBS Maria Maia e ESF do Parque dos Pinheiros, das 8h às 14h.

✅ Procure um posto de vacinação e leve a caderneta! 

Já no Distrito de Coronel Goulart, a vacinação será realizada às terças e quintas-feiras, das 7h30 às 10h30.",,18.0
Álvares Machado,SP,Post,2022-04-27 11:37:33,gov.alvaresmachado,"A última sexta-feira do mês está chegando. Vocês já sabem o que isso significa, né? SEXTA CULTURAL 😍.

A programação vai contar com a apresentação do Projeto Ritmos de Dança. Venha prestigiar conosco e conhecer um pouco mais sobre o projeto. 

🗓️ Data: Dia 29 de abril
⏰ Horário: Às 19h30
📌 Local: Praça Getúlio Vargas",,8.0
Álvares Machado,SP,Post,2022-04-25 21:31:40,gov.alvaresmachado,"Moradores do Parque dos Pinheiros e Jardim Panorama, atenção! 

A coleta seletiva nos bairros será realizada nesta terça-feira, dia 26, a partir das 13h. 

A partir desta data, o recolhimento será feito sempre às terças-feiras, quinzenalmente, no período da tarde. A próxima data do itinerário , então, será dia 10 de maio. Se programe e contribua com o meio ambiente.",,9.0
Álvares Machado,SP,Post,2022-04-20 18:40:02,gov.alvaresmachado,"Nesta sexta-feira, dia 22, Álvares Machado irá sediar dois jogos da 1ª Copa Unipontal. É a partir das 19h30, no Ginásio de Esportes. 

A bola vai rolar entre Caiabu e Indiana. Logo em seguida, às 20h30, o time de Álvares Machado entra em quadra contra Santo Expedito.

 Venha prestigiar. Você é nosso convidado!",,19.0
Álvares Machado,SP,Post,2022-04-19 14:50:31,gov.alvaresmachado,"Moradores do Parque dos Pinheiros e Jardim Panorama, VEM AÍ A INAUGURAÇÃO DA FEIRA LIVRE. 

Nesta quinta-feira, dia 21, feriado, a partir das 19h, na Rua Clóvis Bevilacqua, defronte o estacionamento da Jandaia. 

Haverá venda de pastel, espetinho, pão com linguiça, verduras, legumes, frutas, doces, música ao vivo e muito mais.

 Venha prestigiar.",,23.0
Álvares Machado,SP,Post,2022-04-18 12:16:05,gov.alvaresmachado,"2ª Edição do Varal Literário📚

Dia: 19 e 20 de abril (terça e quarta-feira)
Horário: 9h às 18h
Local: Praça Getúlio Vargas

* Mais de 700 livros para crianças e adolescentes estarão disponíveis durante o projeto. Quem passar pelo local poderá escolher até dois livros para levar para casa, sem necessidade de devolução. Vem! 😍",,17.0
Álvares Machado,SP,Post,2022-04-17 14:05:05,gov.alvaresmachado,Momento de celebrarmos o renascimento e agradecimento pela vida!,,2.0
Álvares Machado,SP,Post,2022-04-16 13:43:19,gov.alvaresmachado,"Etapa Municipal da Conferência Nacional de Educação (CONAE) vai discutir o futuro da educação para os próximos anos.

Confira os horários que as reuniões acontecerão nas unidades escolares e participe. Você é nosso principal convidado!",,12.0
Álvares Machado,SP,Post,2022-04-15 14:10:39,gov.alvaresmachado,"Foi a maior prova de amor por nós! ❤️🙏

Uma data de reflexão e homenagem àquele que nos ama incondicionalmente.",,9.0
