Municipio,UF,Post/Coment,Data,Usuario,Comentarios,ComentarioTraduzido,Subjetividade,Polaridade,Analise
Ananindeua,PA,Comentario,2022-09-18 01:37:35,baiano_nugrau,"Parabéns pelo espaço,muito top","Congratulations on the space, very top",0.65,0.65,Positivo
Ananindeua,PA,Comentario,2022-09-16 21:00:47,diego_avan,"Mas vcs vão deixar à Deus dará aí prós malacos roubarem, pinxarem e virar canto de maconha? Fiscalizem pq tenho certeza que essa obra não foi ""barata"".","But will you leave God give pros there to steal, pin and become marijuana corner? Supervise because I'm sure this work was not ""cheap"".",0.794,0.15,Positivo
Ananindeua,PA,Comentario,2022-09-17 02:17:20,fabrianedasneves,Só pq não tô aí . Drx ... Na minha vez não tinha,Just because I'm not there. DRX ... In my way I didn't have,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-17 16:48:07,lucielemde,"Essa gestão está de parabéns, só continuar no mesmo ritmo .","This management is to be congratulated, just continue at the same pace.",0.125,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 23:27:35,lucinha.costa.1466,Lugar muito bonito,Very beautiful place,1.0,1.0,Positivo
Ananindeua,PA,Comentario,2022-09-17 03:11:21,andreyrochap,excelente iniciativa,excellent initiative,1.0,1.0,Positivo
Ananindeua,PA,Comentario,2022-09-16 20:55:11,lili_soarespsc,Até que fim o curuçamba tem alguma coisa pra pessoa se destrai,Until the end Curuçamba has something for person to get rid of,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-17 09:00:47,advwanzeler,"Ideia excelente, infelizmente o povo não preserva o que tem, espero que esse espaço dure por muito tempo.","Excellent idea, unfortunately the people will not preserve what they have, I hope this space lasts for a long time.",0.8,0.15,Positivo
Ananindeua,PA,Comentario,2022-09-17 23:06:50,rayworld_ribeiro,Precisa muito mais que isso. Cidade abandonada. Muita fraca essa gestão.,It needs much more than that. Abandoned city. Very weak this management.,0.656,0.006,Positivo
Ananindeua,PA,Comentario,2022-09-16 20:43:19,alexxmaciell,Muito orgulho de morar no curuçambá,Very proud to live in Curuçambá,0.75,0.568,Positivo
Ananindeua,PA,Comentario,2022-09-16 21:42:01,hellenruth_correa,Vai ter guardas pra fazer preservação do local e garantir a segurança das pessoas?,Are you going to have guards to preserve the place and ensure people's safety?,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-17 00:02:58,rayane_medeiross,Ficou lindo! Parabéns,It was beautiful! Congratulations,1.0,1.0,Positivo
Ananindeua,PA,Comentario,2022-09-17 20:04:52,mescouuto,tem que fazer uma dessa tia,You have to make one of this aunt,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 20:35:07,jessicadosocorrodecampos,MT legal. Quais os planos para o complexo do 8 ? Será tipo assim tbm?,MT cool. What are the plans for the 8 complex? Is it like this too?,0.525,0.025,Positivo
Ananindeua,PA,Comentario,2022-09-16 22:48:54,andersonneves_,"Tem que tirar o chapéu e elogiar o seu mandato,","You have to take your hat and praise your term,",0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-17 04:13:16,aldren_marcel,Perto de onde?,Near where?,0.4,0.1,Positivo
Ananindeua,PA,Comentario,2022-09-18 20:09:13,eduardo.parev,Passei por lá. Ficou show !!,I passed there. It was show !!,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-17 10:39:25,glauson_,"Era bom fazer isso nas áreas de mata na avenida João Paulo II, por motivos de que a população vive invadindo","It was good to do this in the forest areas on Avenida João Paulo II, for reasons that the population lives invading",0.6,0.7,Positivo
Ananindeua,PA,Comentario,2022-09-18 00:00:26,alex.mendes.338,Show de bola! Parabéns pela cumprimento do prazo! Agora é realizar uns campeonatos pra incentivar a galera.,Cool! Congratulations on the deadline! Now is to hold some championships to encourage the guys.,0.65,0.547,Positivo
Ananindeua,PA,Comentario,2022-09-16 21:26:28,fabiomfurtad,Qual o valor deste projeto,What is the value of this project,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-17 12:52:36,abicorando1,enquanto isso a Avenida Hélio Gueiros só buraco .,Meanwhile Avenida Hélio Gueiros only holes.,1.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 21:03:52,maria_luzia_melo,"Rapaz queremos é medico nos postos,hoje vc só consegue se interna ou exames depois que morre. Palhaçada de espaço esportivo,é praça,e a vida do ser humano não tem valor né??","Boy we want is a doctor in the posts, today you can only get internal or exams after you die. Sports space clown, it's a square, and the life of the human being has no value right?",0.409,0.071,Positivo
Ananindeua,PA,Comentario,2022-09-16 15:20:11,pryscyllalobato25,E aki prox. O 40 hs na rua 28 de agosto...vao da tbm?,And aki prox. 40 hs on 28 de Agosto Street ... Vao da TBM?,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 18:00:16,mariojpinheiro,As feiras e mercados de Ananindeua em outro patamar na gestão do e,Ananindeua's fairs and markets on another level in the management of,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-17 00:07:36,ivelanecatarini,Ananindeua em um outro patamar,Ananindeua on another level,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-17 17:28:28,comidastipicasdadora,Parabéns ao Prefeito e a secretária,Congratulations to the mayor and the secretary,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 11:27:39,sulabsilva,Que os selvagens cuidem!!!,May the savages take care !!!,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 14:13:22,alanmendsbmx,Parabéns a todos envolvidos,Congratulations to all involved,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 12:10:34,norteskateparks,Foi um prazer participar dessa conquista,It was a pleasure to participate in this achievement,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 13:29:15,hugo_taichi,Ananindeua merece,Ananindeua deserves,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 11:45:01,josi.consultorarommanel,Muito necessário esse espaço,Very necessary this space,1.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 11:40:26,aurea_mesquita1,Parabéns pela realização da obra . Um sonho dos esportista do esporte radical. Agora vamos arrumar o Parque Ambiental Antônio Danúbio.,Congratulations on the work. A dream of the sports sportsman. Now let's get the Antonio Danube environmental park.,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 12:03:06,eric_baia,Top,Top,0.5,0.5,Positivo
Ananindeua,PA,Comentario,2022-09-16 12:50:14,amanda.nascimento.98sr,Está lindo de mais gente,It is beautiful of more people,0.75,0.675,Positivo
Ananindeua,PA,Comentario,2022-09-16 14:19:09,acarol.nunes,"De pouco em pouco Ananindeua se tornará o melhor município do país, quem crê diga amém","Little in a little ananindeua will become the best municipality in the country, who believes say amen",0.433,0.208,Positivo
Ananindeua,PA,Comentario,2022-09-16 14:04:01,leonardo_amorimn,Muito bom..parabéns pela atitude,Very good.. congratulations on the attitude,0.78,0.91,Positivo
Ananindeua,PA,Comentario,2022-09-16 11:47:00,kaerenan,"top espero que mantenham, que saibam cuidar!","TOP I hope you keep, you can take care!",0.5,0.625,Positivo
Ananindeua,PA,Comentario,2022-09-16 11:49:19,anneemmanuelle4,Olhaaaa,Look,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 11:34:56,julio_bel,Legal,Nice,1.0,0.6,Positivo
Ananindeua,PA,Comentario,2022-09-16 11:36:25,luciana_rleal,D+,D+,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 12:25:49,samaraollima,Excelente,Great,0.75,0.8,Positivo
Ananindeua,PA,Comentario,2022-09-16 13:04:43,josiimiranda,O maiorrrr,The greatest,1.0,1.0,Positivo
Ananindeua,PA,Comentario,2022-09-16 12:37:22,vansilvapersonal,Muito bom,Very good,0.78,0.91,Positivo
Ananindeua,PA,Comentario,2022-09-16 13:19:44,deuzimarmartins,"Ótima idéia, pra tirar nossas crianças e jovens do sedentarismo.","Great idea, to get our children and young people out of physical inactivity.",0.431,0.3,Positivo
Ananindeua,PA,Comentario,2022-09-16 12:13:41,fernandanmg,"São de praças com esse incentivo que se precisa ter em todos os bairros. Parabéns!!! Agora falta outro incentivo aí, a prevenção e a utilidade da separação do lixo. Coleta seletiva","They are from squares with this incentive that you need to have in all neighborhoods. Congratulations!!! Now there is another incentive there, the prevention and usefulness of the separation of waste. Selective collect",0.0,-0.2,Negativo
Ananindeua,PA,Comentario,2022-09-16 14:06:59,notwevertton,"Parabéns ficou muito bom, não vejo a hora de ir visita minha cidade novamente","Congratulations it was very good, I can't wait to visit my city again",0.78,0.91,Positivo
Ananindeua,PA,Comentario,2022-09-16 11:47:06,suh.moreiraa,arrasou,rocked,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 12:53:11,oticasolis,Top parabéns Ananindeua precisava de um espaço assim,Top Congratulations Ananindeua needed such a space,0.5,0.25,Positivo
Ananindeua,PA,Comentario,2022-09-16 12:58:56,angelalimaaviz,Maravilha meu prefeito,WONDER MY MAYOR,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 11:27:43,paulinho40000,"Um sonho muito esperado por todos nós praticante de esporte radicais, quem dera que meados do ano de 1996 na época que eu andava de skate tivesse uma praça dessa, parabéns","A dream long awaited by all of us radical sports practitioner, I wish that mid -1996 at the time I was skateboarding had such a square, congratulations",0.3,-0.017,Negativo
Ananindeua,PA,Comentario,2022-09-16 12:14:52,aleteia_coelho,que as pessoas possam manter o espaço,that people can maintain the space,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 11:31:16,marceliosouza,Parabéns mais uma vez pra Prefeitura de Ananindeua por mais um espaço de esporte e lazer e dessa vez os esportes radicais que em toda nossa história nunca foi beneficiado por nenhum outro prefeito,Congratulations once again to Ananindeua City Hall for another sport and leisure space and this time the extreme sports that has never benefited from our history.,1.0,-0.125,Negativo
Ananindeua,PA,Comentario,2022-09-16 13:12:41,ocaioxp,Ananindeua dando de 10 a 0 em gestão pública! Parabéns pela iniciativa!,Ananindeua giving 10 to 0 in public management! Congratulations for the initiative!,0.067,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 11:38:19,vida_em_gotas_,Eita meus alunos aqui de perto só falam nisso,Jeez my students close here only talk about it,1.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 12:09:01,elvxssthekyd,"Drxxx, isso tá muito bom","Drxxx, this is very good",0.78,0.91,Positivo
Ananindeua,PA,Comentario,2022-09-16 12:54:21,__matheus_022,"O que faltava no nosso município, agora sim !!!","What was missing in our municipality, now yes !!!",0.05,-0.391,Negativo
Ananindeua,PA,Comentario,2022-09-16 13:05:46,wanderson_cs_macedo,"Top esse espaço!!! queria que na minha época de Cross tivesse um espaço desse, mas fico feliz em ver minha cidade desse jeito","Top this space !!! I wanted in my time of cross to have such a space, but I'm happy to see my city like that",0.5,0.444,Positivo
Ananindeua,PA,Comentario,2022-09-16 13:50:19,at.personalizados,Top. espero que o poder público e principalmente o povo cuide bem desse espaço. Obrigado prefeitura e prefeito Doutor Daniel por lembrar do Curuçambá.,Top. I hope that the public power and especially the people take good care of this space. Thank you City Hall and Mayor Dr. Daniel for remembering Curuçambá.,0.542,0.3,Positivo
Ananindeua,PA,Comentario,2022-09-16 12:04:56,saletecunha2018,"Égua, essa prefeitura parece mágica, derrepente é tanta obra saindo do chapéu.","Mare, this City Hall looks magical, suddenly is so much work coming out of the hat.",0.6,0.35,Positivo
Ananindeua,PA,Comentario,2022-09-16 12:15:13,luydiadriel,Teu sonho,Your dream,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 12:41:38,adani.rodrigues,olha ai,Look,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 12:09:01,helioaraujooficial,Uma aula de administração pro Edpotoca. Pra cima prefeito,An administration class for Edpotoca. Upward mayor,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 12:03:01,luasheilade_assis,Minha filha vai amar,My daughter will love,0.6,0.5,Positivo
Ananindeua,PA,Comentario,2022-09-16 11:57:07,prof.irlei_b,Olha aí,Look,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 14:01:41,yasmimsuellen__,olha amiga pra gente andar de patins.,Look friend for us to roll.,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 12:16:23,rob_personal,Eu vou levar meu skate la@,I will take my skate la@,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 12:14:23,claudiaporto372,Legal que seja preservado pela população e tenha segurança permanente pra gente se divertir com tranquilidade,Cool that it is preserved by the population and has permanent security for us to have fun with tranquility,0.425,0.325,Positivo
Ananindeua,PA,Comentario,2022-09-16 12:56:47,noelleoliveira,aq pertinho,aq close,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 12:43:02,estevaoomessias,traz a Sofonias pra fazer umas manobras,brings to saponies to make some maneuvers,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 13:27:27,carla.passos_oficial,olha,look,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 11:29:57,agiovannah,Agora é dever do cidadão cuidar e zelar do patrimônio enquanto usa,Now it is the duty of the citizen to take care and ensure heritage while using,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 13:24:10,erasssmana,Parabéns Ananindeua merece e mororadores de CURUNCAMBÁ bem ainda.,Congratulations Ananindeua deserves and bounds of Curuncambá well.,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 12:53:08,soy_jvitinho_30,se liga,turn on,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 14:13:41,renatarisuenho,Shoooow,Shoooow,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 12:20:51,claudiafelix1974,Que nem o porto futuro fica de baixo de sol escaldante... esses engenheiros não gostam de árvores,That even the future port is under the scorching sun ... these engineers do not like trees,0.125,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 11:39:43,thai_santos1231,",",",",0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 12:06:30,tamy_queen807,Faltou a modalidade patins heimm,The skates huhm lacked,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 13:40:08,rafael._36,Não tem barra pra Calistenia,There is no bar for Calisteny,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 12:27:30,hellanequeiroz,Show,Show,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 12:19:16,claudiafelix1974,Levem a sombrinha pq não tem onde se abrigar do sol escaldante da nossa cidade,Take the parasol because there is nowhere to take shelter from the scorching sun of our city,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 12:41:19,cordeirotay0161,Que ó povo cuide do espaço e não destrua.,May people take care of space and do not destroy.,0.0,0.1,Positivo
Ananindeua,PA,Comentario,2022-09-16 13:32:36,leideok,Quero saber quando vão asfaltar minha rua?,Want to know when they will asphalt my street?,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 13:08:03,dewmds,"Cuida, povo!","Take care, people!",0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 12:57:14,noelleoliveira,Top,Top,0.5,0.5,Positivo
Ananindeua,PA,Comentario,2022-09-16 12:52:07,iamsarmentto,"Vai ter espaço, pra praticante de calistenia","Will have space, for Calistenia practitioner",0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 12:34:26,camila.tc.esteticista,Vê se preservem...pq o povo que gosta de quebrat,See if they preserve ... because the people who like to break,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 12:04:59,marcinhodacity,"Vai ter Segurança Fixa? por que sabemos que essa Área vermelha aí tem muitos Ratos q só vão ficar de olho nos Celular do povo q vai Pra curti a Praça.. E Tbm que a População zele e não deixe os Porcos por lixo , Por que o povo Mal educado q não pode ver um Canto que já que por lixo ! Parabéns pela obrigo","Will you have fixed security? Why do we know that this red area there has many rats that will only keep an eye on the cell phone of the people who go to the square .. and also that the population zele and do not leave the pigs for garbage, why the rude people q You can't see a corner that since by trash! Congratulations for the obligation",0.46,0.045,Positivo
Ananindeua,PA,Comentario,2022-09-16 11:49:10,kariny_esteticadelivery,"Tomara que a população e os baderneiros não destrua pq o governo está fazendo sua parte mas população destroi tudo que é pra melhora da população, isso é grande problema aqui no estado","I hope that the population and the bad guys do not destroy because the government is doing its part but population destroys everything that is to improve the population, this is a big problem here in the state",0.256,-0.2,Negativo
Ananindeua,PA,Comentario,2022-09-16 12:45:48,anderson.rendeiro,"Se o chorão estivesse vivo,com certeza ele ia nessa inauguração de graça,","If the crying were alive, it sure would go to this inauguration for free,",0.672,0.2,Positivo
Ananindeua,PA,Comentario,2022-09-16 13:55:34,leotavaresl,Que a população tenha consciência e preserve esse ambiente que será entregue novinho e com muita qualidade!!!,May the population be aware and preserve this environment that will be delivered brand new and with great quality !!!,0.485,0.462,Positivo
Ananindeua,PA,Comentario,2022-09-16 14:06:22,yuri_lorran_silva,"Ver se vocês fiquem atentos quando for inaugurar, cuidado com os vândalos e bandidos , coloquem umas viaturas lá pra nossa segurança","See if you stay tuned when you open, beware of vandals and bandits, put some vehicles there for our safety",0.5,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 14:26:13,rayane_cecilio,O curuçamba precisava disso,Curuçamba needed that,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 14:38:59,danizinha_ferreira2,"Não dou 1 mês pra tá tudo destruído o povo não tem zelo com nada , depois ficam cobrando do poder público!","I don't give 1 month for everything is destroyed the people have no zeal with anything, then they are charging the public power!",0.067,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 14:42:12,carvalhomhay,"Me desculpe o comentário, esses espaços são construídos porém é a própria população população destrói","I'm sorry for the comment, these spaces are built but it is the population itself to destroy",0.5,-0.35,Negativo
Ananindeua,PA,Comentario,2022-09-16 14:46:25,sillviasousa,Arrocha Curuçamba/PAAR do meu .,Curuçamba arrocha/Paar of mine.,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 14:46:35,vanessagavinho,Arrasou,Rocked,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 14:46:41,lauro_duarte_,"Le parkour, slackline, skate e BMX - secretaria de esportes só conhece essas modalidades? Patins street nada? É uma modalidade tão desconhecida assim? Brasil foi campeão no sul-americano de patins, trouxe e destacou muitos atletas brasileiros e nada desse reconhecimento. Como que a galera da nova geração vai ter conhecimento que existe modalidade agressive inline? Terem excluído nosso nome é uma forma dos créditos caírem na costa das modalidades citadas?","Le Parkour, Slackline, Skate and BMX - Sports Secretariat only know these modalities? Street skates nothing? Is it such an unknown sport? Brazil was champion in the South American skates, brought and highlighted many Brazilian athletes and none of this recognition. How will the new generation crowd know that there is an aggressive Inline modality? Having excluded our name is a way for credits to fall to the coast of the modalities mentioned?",0.509,0.089,Positivo
Ananindeua,PA,Comentario,2022-09-16 14:48:05,jo.abandonada,o chorão vai estar na inauguração?,Will Chorão be at the inauguration?,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 14:53:06,glenda_martins2020,parabéns dr. o senhor está mudando a cara de Ananindeua.,Congratulations dr. You are changing Ananindeua's face.,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 14:58:20,cayo.braga,Silêncio.. o dr. daniel ta trabalhando,Silence .. Dr. Daniel is working,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 15:10:15,carol.uchsz,olhaaa!,Look!,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 15:19:15,programaespiamaninha,Aê,Aê,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 15:21:23,raimundo.lopes.739,"Olha amor, vamos levar a juju.","Look love, let's take Juju.",0.6,0.5,Positivo
Ananindeua,PA,Comentario,2022-09-16 15:38:51,nana_koji.ma,Agora é só a população cuidar,Now it's just the population to take care,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 15:50:59,profmarllonoficial,Gestão em excelência,Management in Excellence,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 16:05:28,sjcalves,Nem é o primeiro,It is not even the first,0.333,0.25,Positivo
Ananindeua,PA,Comentario,2022-09-16 16:06:51,alessandra.brito.50,melhor gestão que Ananindeua já teve na sua história.,Best Management Ananindeua has ever had in its history.,0.3,1.0,Positivo
Ananindeua,PA,Comentario,2022-09-16 16:07:04,stay_hard.jr,Na minha época nao existia isso,In my time there was no,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 16:15:44,lord_filix,Mas ulhaeu vou colar ai pra andar.mandaram a braba.,But I will stick there to walk.,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 16:22:23,peterguerra1409,"Parabéns prefeito, obra importante pros jovens de Ananindeua","Congratulations Mayor, important work for young people from Ananindeua",0.7,0.25,Positivo
Ananindeua,PA,Comentario,2022-09-16 16:23:32,brejoso,Muito bom que tenha espaços ai assim para pratica de esportes radicais,Very good that there is spaces there for the practice of extreme sports,0.89,0.392,Positivo
Ananindeua,PA,Comentario,2022-09-16 16:30:55,araujo.lx,Brabo,angry,1.0,-0.5,Negativo
Ananindeua,PA,Comentario,2022-09-16 16:31:10,renan._.nascimento,Parabéns povo e esportistas de ação de Ananindeua vocês merecem,Congratulations people and action atanindeua action you deserve,0.1,0.1,Positivo
Ananindeua,PA,Comentario,2022-09-16 16:42:19,ricktattoos.hc,mano,Bro,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 16:46:05,soninhaluz,Olha,Look,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 16:47:36,aparecidartm,"Muito interessante. No entanto, lembramos que Ananindeua precisa de obras prioritárias. Seria muito bom que o Prefeito olhasse com mais critérios principalmente quando o assunto é referente a saúde. A Estação de ônibus ao lado do Ginásio de Esportes de Ananindeua (Abacatão) encontra-se totalmente abandonado, passageiros que diariamente esperam ônibus nas filas imensas esperando pelos transportes que fazem linha para o centro de Belém correm risco de adoecimento pelas condições de sujeiras ( fezes de cachorros e pombos esses que fazem alojamento na cobertura da estação) espalhadas pelo piso de todo espaço.","Very interesting. However, we remember that Ananindeua needs priority works. It would be great for the mayor to look at more criteria especially when it comes to health. The bus station next to the Ananindeua Sports Gymnasium (Abacatão) is totally abandoned, passengers who daily expect buses in the huge lines waiting for the transport that makes line to the center of Belém are risk of illness for the conditions of dirt (feces of dogs and pigeons that make accommodation on the station coverage) scattered throughout the floor.",0.517,0.25,Positivo
Ananindeua,PA,Comentario,2022-09-16 16:49:10,nemuriningen,Faltou falar em patins também...,Missed to talk about skates too ...,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 16:49:38,falacrisborges,Patins Street tem uma história linda no Norte e respeito a nível internacional. Cadê o convite para os patinadores??? Município precisa olhar para todos.,Street skates has a beautiful story in the north and respecting international level. Where's the invitation to the skaters ??? Municipality needs to look at everyone.,0.5,0.425,Positivo
Ananindeua,PA,Comentario,2022-09-16 16:50:13,johnsanthiagopatinador,"Ei o patins street de fato será vetado nesse espaço, poderemos participar tambem desse pista. Pessoal so fala de skate, bmx e slakline","Hey the Street Skates will indeed be vetoed in this space, we can also participate in this track. Guys just talk about skateboarding, bmx and slakline",0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 16:51:45,saulo_macedo129,Também estou sentindo falta da modalidade patins street,I am also missing the mode of Street Skates,0.05,-0.2,Negativo
Ananindeua,PA,Comentario,2022-09-16 16:52:30,saulo_macedo129,Do jeito que foi colocado parece que são só essas modalidades que irão poder utilizar a praça de esporte,The way it was placed it seems that it is just these modalities that will be able to use the Sports Square,0.625,0.5,Positivo
Ananindeua,PA,Comentario,2022-09-16 16:56:15,haleyrollerskater,"Wow Ananideua merece muito, mas acredito que Patins Street deveria ser mencionado também, pois o local deve ser praticado todas as modalidades sem exceções. Parabéns todos que estão envolvido nessa empreitada.","Wow Ananideua deserves a lot, but I believe that street skates should be mentioned as well, as the place should be practiced all modalities without exception. Congratulations everyone involved in this endeavor.",1.0,0.1,Positivo
Ananindeua,PA,Comentario,2022-09-16 17:03:59,cristian_santos_street,"Cadê o patins street paraense a ser mencionado ai? Temos um peso tremendo no norte, na história desse esporte aqui, deveria ter mais reconhecimento e consideração com a gente. Atletas da patinação estreet ??","Where's the Paraense Street Skates to be mentioned there? We have a tremendous weight in the north, in the history of this sport here, should have more recognition and consideration with us. Skating athletes Estet ??",0.75,0.417,Positivo
Ananindeua,PA,Comentario,2022-09-16 17:28:28,7_mascarenhas,Já tô lá,I'm already there,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 17:46:36,jansenbrasill,Ficou lindo! Quando passo lá fico encantada,It was beautiful! When I spend there I am delighted,0.85,0.85,Positivo
Ananindeua,PA,Comentario,2022-09-16 17:47:56,jansenbrasill,pode andar de patins aí?,Can you roll there?,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 17:58:17,jennifermacambira,Espero que as pessoas cuidem do espaço de lazer para todos,I hope people take care of the leisure space for all,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 18:01:09,ateliecy_,nossa cidade cada vez mais bonita parabéns prefeito agora sim Ananideua tem prefeito como nunca teve.,Our city increasingly beautiful congratulations mayor now ananideua has mayor like never had.,1.0,0.85,Positivo
Ananindeua,PA,Comentario,2022-09-16 18:03:05,raellysbritto,Muito legal,Very cool,0.845,0.455,Positivo
Ananindeua,PA,Comentario,2022-09-16 18:18:26,andrea_evangelista38,"Parabéns, finalmente um espaço para prática de esportes","Congratulations, finally a space for sports",1.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 18:41:25,_adrianotavares_,"A única pista do norte similar às de floripa, Porto Alegre, são Paulo, RJ... parabéns pela iniciativa!","The only northern track similar to those of Floripa, Porto Alegre, Sao Paulo, RJ ... Congratulations on the initiative!",0.7,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 18:45:55,tacimara_rayol,Top!,Top!,0.5,0.625,Positivo
Ananindeua,PA,Comentario,2022-09-16 19:14:01,raquel_dias_nutri,olhaa,look the,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 19:24:43,_keyla_ramos,"a comunidade agradece, e conservando o espaço também, q é para todos!!!!","The community thanks, and keeping the space too, q is for everyone !!!!",0.2,0.488,Positivo
Ananindeua,PA,Comentario,2022-09-16 19:35:42,khaelsilv,nosso projeto,our project,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 19:47:01,jamyyszz,Bora lá,Let's go there,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 19:53:51,1lucassk8,tava esperando,I was waiting,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 20:09:09,ewertonnjunior,"Parabéns! Foi feito bem rápido, parabéns para os responsáveis e os trabalhadores que executaram esse serviço. Amanhã estarei aí com meu","Congratulations! It was done very fast, congratulations to those responsible and the workers who performed this service. Tomorrow I'll be there with my",0.665,0.23,Positivo
Ananindeua,PA,Comentario,2022-09-16 21:19:12,elias_serejo,Espero que tenha sido feito com material de qualidade.,I hope it was done with quality material.,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 21:35:18,brunoamorim86,Quais shows vão rolar?,What shows will roll?,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 21:49:06,sara_ataide_atelier,Só espero que valorizem e não destruam,I just hope they value and don't destroy,0.0,-0.2,Negativo
Ananindeua,PA,Comentario,2022-09-16 22:10:58,tavares_jaiany_,Arrasou,Rocked,0.0,0.0,Neutro
Ananindeua,PA,Comentario,2022-09-16 22:18:48,eu_munick,Show de bola!,Cool!,0.65,0.438,Positivo
