Municipio,UF,Post/Coment,Data,Usuario,Comentarios,Polaridade,Emoji,Analise
Ananindeua,PA,Comentario,2022-09-16 17:58:17,jennifermacambira,"['U0001f64c', 'U0001f64c', 'U0001f64c', 'u2764']",0.8,🙌❤,Positivo
Ananindeua,PA,Comentario,2022-09-16 18:01:09,ateliecy_,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-16 18:03:05,raellysbritto,"['U0001f44f', 'U0001f44f']",0.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-16 18:12:12,mahrin.pan,['u2764'],0.2,❤,Positivo
Ananindeua,PA,Comentario,2022-09-16 18:18:26,andrea_evangelista38,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-16 18:22:06,danielle.dossantos.7923,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-16 18:41:25,_adrianotavares_,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Ananindeua,PA,Comentario,2022-09-16 19:24:43,_keyla_ramos,"['U0001f44f', 'U0001f44f']",0.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-16 19:53:51,1lucassk8,"['u2764', 'U0001f60d']",0.4,❤😍,Positivo
Ananindeua,PA,Comentario,2022-09-16 20:09:10,gabyllopes_,"['U0001f60d', 'U0001f44f']",0.4,😍👏,Positivo
Ananindeua,PA,Comentario,2022-09-16 21:23:47,joaovskt,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Ananindeua,PA,Comentario,2022-09-16 22:10:58,tavares_jaiany_,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.2,👏,Positivo
Ananindeua,PA,Comentario,2022-09-16 23:31:21,shirleytviana,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-17 00:35:32,daikiyatora,['U0001f612'],-0.2,😒,Negativo
Ananindeua,PA,Comentario,2022-09-17 00:49:58,guaracioliveirarocha,"['U0001f60d', 'U0001f622']",0.1,😍😢,Positivo
Ananindeua,PA,Comentario,2022-09-17 09:33:48,myrnamaues,"['U0001f60d', 'U0001f44f']",0.4,😍👏,Positivo
Ananindeua,PA,Comentario,2022-09-17 11:21:11,ckalbermatter,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-17 11:25:12,daysemoraes93,['U0001f622'],-0.1,😢,Negativo
Ananindeua,PA,Comentario,2022-09-17 11:50:32,eloiza.costa.148,"['u2764', 'u2764', 'u2764']",0.6000000000000001,❤,Positivo
Ananindeua,PA,Comentario,2022-09-17 11:53:18,leandro_0991,['U0001f44f'],0.2,👏,Positivo
Ananindeua,PA,Comentario,2022-09-17 12:30:18,maraliceholanda,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Ananindeua,PA,Comentario,2022-09-17 13:20:41,tiago.s.g,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-17 15:37:37,joaozinho_vict,"['U0001f44f', 'U0001f64c']",0.4,👏🙌,Positivo
Ananindeua,PA,Comentario,2022-09-17 18:01:58,ericasargesbeauty,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Ananindeua,PA,Comentario,2022-09-17 19:03:22,thiggs.091,['U0001f602'],0.2,😂,Positivo
Ananindeua,PA,Comentario,2022-09-17 21:28:54,sahm.yesul,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'u2764']",1.2,👏❤,Positivo
Ananindeua,PA,Comentario,2022-09-18 17:06:29,lidiane.priscila.94,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.2,👏,Positivo
Ananindeua,PA,Comentario,2022-09-18 21:56:57,anaaleixomodas,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-17 00:43:44,anapaulagoomes,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-15 15:21:21,__tarsoalves,"['U0001f44f', 'U0001f44f']",0.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-15 00:45:27,carlosjrduart,['U0001f602'],0.2,😂,Positivo
Ananindeua,PA,Comentario,2022-09-14 20:04:38,__tarsoalves,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-14 20:27:20,prof.vinisantos,['U0001f44f'],0.2,👏,Positivo
Ananindeua,PA,Comentario,2022-09-14 23:53:54,mauris_73,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-17 11:17:36,erica.almeida22,['U0001f622'],-0.1,😢,Negativo
Ananindeua,PA,Comentario,2022-09-14 15:44:48,__tarsoalves,"['U0001f44f', 'U0001f44f']",0.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-14 14:08:51,acarol.nunes,['U0001f60d'],0.2,😍,Positivo
Ananindeua,PA,Comentario,2022-09-14 11:43:30,kellmaferreira,"['U0001f60d', 'U0001f44f']",0.4,😍👏,Positivo
Ananindeua,PA,Comentario,2022-09-14 13:53:05,yasmimsuellen__,['U0001f60d'],0.2,😍,Positivo
Ananindeua,PA,Comentario,2022-09-14 14:20:11,profmarllonoficial,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f499', 'U0001f499', 'U0001f499', 'U0001f499']",1.5999999999999999,👏💙,Positivo
Ananindeua,PA,Comentario,2022-09-14 14:20:58,amanda.nascimento.98sr,"['U0001f60d', 'U0001f60d']",0.4,😍,Positivo
Ananindeua,PA,Comentario,2022-09-14 12:03:02,andoces_artesanais,['U0001f60d'],0.2,😍,Positivo
Ananindeua,PA,Comentario,2022-09-14 11:31:31,nayanne.pinheiro,"['U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f60d']",1.2,😍,Positivo
Ananindeua,PA,Comentario,2022-09-14 12:58:51,annacaroline1902,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-14 12:18:11,anny_oliveira35,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Ananindeua,PA,Comentario,2022-09-14 11:49:09,agiovannah,"['U0001f44f', 'U0001f64c']",0.4,👏🙌,Positivo
Ananindeua,PA,Comentario,2022-09-14 23:39:28,nayara.martins.94214,['U0001f60d'],0.2,😍,Positivo
Ananindeua,PA,Comentario,2022-09-14 13:54:36,leticiaf.sampaio_oficial,['U0001f60a'],0.2,😊,Positivo
Ananindeua,PA,Comentario,2022-09-15 12:26:05,nininha_mari,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Ananindeua,PA,Comentario,2022-09-14 18:00:21,luannaholiveir,"['U0001f525', 'U0001f525', 'U0001f525', 'U0001f525']",-0.4,🔥,Negativo
Ananindeua,PA,Comentario,2022-09-14 15:56:22,jorge_celso,"['U0001f62e', 'U0001f4a8']",0.4,😮💨,Positivo
Ananindeua,PA,Comentario,2022-09-15 18:17:05,gleice.santos.5059,"['U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.5999999999999999,😍👏,Positivo
Ananindeua,PA,Comentario,2022-09-15 20:28:32,donnalumensagens,['U0001f620'],-0.2,😠,Negativo
Ananindeua,PA,Comentario,2022-09-15 17:06:59,sbgmenezes,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Ananindeua,PA,Comentario,2022-09-15 12:04:21,alcina_cardoso30,['U0001f622'],-0.1,😢,Negativo
Ananindeua,PA,Comentario,2022-09-14 13:41:46,lennyrodrigues287,['U0001f622'],-0.1,😢,Negativo
Ananindeua,PA,Comentario,2022-09-14 15:13:09,natanaelsantos173,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-14 16:07:14,any_eleres_,"['U0001f44f', 'U0001f64c']",0.4,👏🙌,Positivo
Ananindeua,PA,Comentario,2022-09-13 20:37:23,__tarsoalves,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-13 21:39:29,anapaulagoomes,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Ananindeua,PA,Comentario,2022-09-13 21:43:22,adriana.sta.malcher,"['U0001f44f', 'U0001f44f']",0.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-16 19:48:24,maxsantos665,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.2,👏,Positivo
Ananindeua,PA,Comentario,2022-09-13 16:54:22,katmaravilha,['U0001f44f'],0.2,👏,Positivo
Ananindeua,PA,Comentario,2022-09-13 12:07:44,cantoraanneribeiro,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Ananindeua,PA,Comentario,2022-09-13 17:18:16,leila_leiloca_cristina,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",2.8000000000000003,👏,Positivo
Ananindeua,PA,Comentario,2022-09-13 18:18:36,gabinahon,['U0001f622'],-0.1,😢,Negativo
Ananindeua,PA,Comentario,2022-09-13 21:31:46,gleice.santos.5059,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'u2764', 'u2764', 'u2764', 'u2764']",1.7999999999999998,👏❤,Positivo
Ananindeua,PA,Comentario,2022-09-14 16:39:42,euisateles,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Ananindeua,PA,Comentario,2022-09-14 10:42:50,megaprintsete,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Ananindeua,PA,Comentario,2022-09-13 11:52:23,agiovannah,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Ananindeua,PA,Comentario,2022-09-14 09:59:40,paulo_santos67_,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Ananindeua,PA,Comentario,2022-09-13 17:27:38,pohadriano,"['U0001f44f', 'U0001f44f']",0.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-14 13:20:39,ki_lingerie,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-13 17:42:09,maurolaurentino30,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f3fb', 'U0001f44f', 'U0001f3fb', 'U0001f44f', 'U0001f3fb', 'U0001f44f', 'U0001f3fb', 'U0001fac2']",1.9999999999999998,👏,Positivo
Ananindeua,PA,Comentario,2022-09-13 12:48:37,amauri_pas_miranda,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.2,👏,Positivo
Ananindeua,PA,Comentario,2022-09-14 02:32:24,elianemonteiro__s2,"['U0001f602', 'U0001f602', 'U0001f64c']",0.6000000000000001,😂🙌,Positivo
Ananindeua,PA,Comentario,2022-09-14 15:03:10,johnrayol,"['U0001f622', 'U0001f622']",-0.2,😢,Negativo
Ananindeua,PA,Comentario,2022-09-13 14:55:53,wanessacantanhede,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-13 11:22:02,__tarsoalves,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Ananindeua,PA,Comentario,2022-09-15 14:54:20,jenifferjamille27,"['U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f60d']",1.0,😍,Positivo
Ananindeua,PA,Comentario,2022-09-13 11:15:01,vida_em_gotas_,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'u2764']",1.2,👏❤,Positivo
Ananindeua,PA,Comentario,2022-09-14 16:56:33,nice_santos2829,['u2764'],0.2,❤,Positivo
Ananindeua,PA,Comentario,2022-09-14 03:58:27,lucisousa70,"['U0001f44f', 'U0001f3fd', 'U0001f44f', 'U0001f3fd']",0.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-15 20:07:58,sit_2018,"['U0001f602', 'U0001f602']",0.4,😂,Positivo
Ananindeua,PA,Comentario,2022-09-12 23:19:49,angelaqueirozdasilva,"['U0001f44f', 'U0001f44f']",0.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-12 11:13:44,profmarllonoficial,"['U0001f64c', 'U0001f49b']",0.4,🙌💛,Positivo
Ananindeua,PA,Comentario,2022-09-11 11:47:39,__tarsoalves,"['U0001f44f', 'U0001f44f']",0.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-11 14:00:44,gabriiell.menezes_,['U0001f60d'],0.2,😍,Positivo
Ananindeua,PA,Comentario,2022-09-12 00:34:13,cris.almeida50,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-13 17:52:29,elizabethpmoutinho,"['U0001f525', 'U0001f60d', 'u2764']",0.30000000000000004,🔥😍❤,Positivo
Ananindeua,PA,Comentario,2022-09-13 17:52:56,elizabethpmoutinho,['U0001f60d'],0.2,😍,Positivo
Ananindeua,PA,Comentario,2022-09-13 17:56:30,vaniammoutinho,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Ananindeua,PA,Comentario,2022-09-10 23:12:33,vida_em_gotas_,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Ananindeua,PA,Comentario,2022-09-10 21:03:32,__tarsoalves,"['U0001f44f', 'U0001f44f']",0.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-10 17:11:26,_hellensouza,"['u2764', 'u2764', 'u2764', 'u2764']",0.8,❤,Positivo
Ananindeua,PA,Comentario,2022-09-10 16:44:41,profmarllonoficial,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.2,👏,Positivo
Ananindeua,PA,Comentario,2022-09-10 16:37:43,jennifermacambira,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'u2764']",0.8,👏❤,Positivo
Ananindeua,PA,Comentario,2022-09-10 16:49:42,lorrane_swts_,['U0001f44f'],0.2,👏,Positivo
Ananindeua,PA,Comentario,2022-09-10 22:00:14,adrielemaquiagens,"['u2764', 'U0001f60d']",0.4,❤😍,Positivo
Ananindeua,PA,Comentario,2022-09-10 16:49:24,lorrane_swts_,"['U0001f60d', 'U0001f60d', 'u2764', 'u2764']",0.8,😍❤,Positivo
Ananindeua,PA,Comentario,2022-09-10 16:17:35,naraluanne,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-11 00:29:04,cozinhadadinda_,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.2,👏,Positivo
Ananindeua,PA,Comentario,2022-09-10 16:25:27,wik_ximenes,"['U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f60d', 'u2764']",1.0,😍❤,Positivo
Ananindeua,PA,Comentario,2022-09-10 16:11:10,nathaliaejulia,"['U0001f60d', 'U0001f60d', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",3.0000000000000004,😍👏,Positivo
Ananindeua,PA,Comentario,2022-09-10 16:07:52,__tarsoalves,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-10 16:20:56,aalessandra_nascimento,"['U0001f44f', 'U0001f44f', 'U0001f60d', 'U0001f60d']",0.8,👏😍,Positivo
Ananindeua,PA,Comentario,2022-09-10 16:31:22,jbfveiga,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-10 19:40:55,cassiasuelen,"['u2764', 'u2764']",0.4,❤,Positivo
Ananindeua,PA,Comentario,2022-09-10 12:44:37,__tarsoalves,"['U0001f44f', 'U0001f44f']",0.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-09 23:43:14,marineia_s_,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'u2764', 'U0001f64c']",1.0,👏❤🙌,Positivo
Ananindeua,PA,Comentario,2022-09-10 15:31:00,dilseixas,"['U0001f44f', 'U0001f44f']",0.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-09 16:12:01,luanatavarez,"['U0001f64c', 'U0001f64c', 'U0001f64c']",0.6000000000000001,🙌,Positivo
Ananindeua,PA,Comentario,2022-09-09 16:08:28,rhaysoeiro,['U0001f44f'],0.2,👏,Positivo
Ananindeua,PA,Comentario,2022-09-09 15:32:53,soniacaxiasdo,"['u2764', 'u2764']",0.4,❤,Positivo
Ananindeua,PA,Comentario,2022-09-09 23:49:34,__agatasousa,"['u2764', 'u2764']",0.4,❤,Positivo
Ananindeua,PA,Comentario,2022-09-09 15:34:57,__tarsoalves,"['U0001f44f', 'U0001f44f']",0.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-10 14:25:07,patricia_vcampos,['u2764'],0.2,❤,Positivo
Ananindeua,PA,Comentario,2022-09-10 04:24:37,____pantojaa,['U0001f622'],-0.1,😢,Negativo
Ananindeua,PA,Comentario,2022-09-12 11:15:44,dudasillva199,['U0001f622'],-0.1,😢,Negativo
Ananindeua,PA,Comentario,2022-09-09 23:31:33,fernandadourado20,"['U0001f64c', 'U0001f64c']",0.4,🙌,Positivo
Ananindeua,PA,Comentario,2022-09-12 21:40:41,cosmeticos_neidesantos,['u2764'],0.2,❤,Positivo
Ananindeua,PA,Comentario,2022-09-12 21:46:03,cosmeticos_neidesantos,['u2764'],0.2,❤,Positivo
Ananindeua,PA,Comentario,2022-09-12 22:00:00,conce_barbosa,"['U0001f44f', 'U0001f44f']",0.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-13 00:42:10,gisellesantos.gi,['U0001f622'],-0.1,😢,Negativo
Ananindeua,PA,Comentario,2022-09-13 11:10:25,adrynnerangel,['U0001f44f'],0.2,👏,Positivo
Ananindeua,PA,Comentario,2022-09-14 12:39:43,daniribeiro.24,"['U0001f64f', 'U0001f3fe', 'u2764']",0.4,🙏❤,Positivo
Ananindeua,PA,Comentario,2022-09-15 12:51:42,daniellebezerra14,['U0001f44f'],0.2,👏,Positivo
Ananindeua,PA,Comentario,2022-09-15 12:53:55,daniellebezerra14,['U0001f618'],0.2,😘,Positivo
Ananindeua,PA,Comentario,2022-09-09 11:02:07,profmarllonoficial,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Ananindeua,PA,Comentario,2022-09-09 11:52:15,nirabahia,"['U0001f44f', 'U0001f44f']",0.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-10 16:59:56,anadouradooficial,['u2764'],0.2,❤,Positivo
Ananindeua,PA,Comentario,2022-09-08 22:43:44,quesiapavao,"['U0001f44f', 'U0001f44f']",0.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-08 21:38:22,lobatoanagabriela,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-08 22:24:17,mara__rodrigues_miguel_,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",1.0,👏,Positivo
Ananindeua,PA,Comentario,2022-09-09 12:28:13,studio_patinhas_acessorios,"['U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f60d']",1.0,😍,Positivo
Ananindeua,PA,Comentario,2022-09-09 14:18:04,gabi.fernandagabi,['U0001f44f'],0.2,👏,Positivo
Ananindeua,PA,Comentario,2022-09-10 11:47:42,darliliima,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Ananindeua,PA,Comentario,2022-09-08 22:33:53,walberlenee,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-09 01:42:28,roseane.botelho,['U0001f622'],-0.1,😢,Negativo
Ananindeua,PA,Comentario,2022-09-08 22:04:31,__tarsoalves,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-08 19:53:49,cidicleicorrea,['U0001f611'],-0.2,😑,Negativo
Ananindeua,PA,Comentario,2022-09-09 11:07:56,davi.pessoa.75033,['U0001f30e'],0.2,🌎,Positivo
Ananindeua,PA,Comentario,2022-09-08 00:07:30,jarinaoliveira8,['U0001f44f'],0.2,👏,Positivo
Ananindeua,PA,Comentario,2022-09-08 00:44:52,elinalvabezerra,"['U0001f622', 'U0001f622', 'U0001f622']",-0.30000000000000004,😢,Negativo
Ananindeua,PA,Comentario,2022-09-07 20:00:59,__tarsoalves,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-07 16:00:44,darlenebarros8,['u2764'],0.2,❤,Positivo
Ananindeua,PA,Comentario,2022-09-07 12:11:55,__tarsoalves,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-06 15:08:30,cantoraanneribeiro,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'u261d']",1.0,👏☝,Positivo
Ananindeua,PA,Comentario,2022-09-06 16:28:26,__tarsoalves,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-07 04:19:08,mayneologia,['u2764'],0.2,❤,Positivo
Ananindeua,PA,Comentario,2022-09-08 15:29:54,__tarsoalves,"['U0001f44f', 'U0001f44f']",0.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-05 22:49:28,nininha_mari,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-05 22:19:42,__tarsoalves,"['U0001f44f', 'U0001f44f']",0.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-06 02:03:13,thiago.rodrigues.oficial,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f']",0.8,👏,Positivo
Ananindeua,PA,Comentario,2022-09-07 17:41:28,franciresina,['U0001f60d'],0.2,😍,Positivo
Ananindeua,PA,Comentario,2022-09-08 19:44:40,organa0305,['U0001f622'],-0.1,😢,Negativo
Ananindeua,PA,Comentario,2022-09-05 20:24:14,__tarsoalves,"['U0001f44f', 'U0001f44f']",0.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-06 18:53:02,yuri_lorran_silva,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-05 20:34:45,lauracanndido,"['U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f44f', 'U0001f91e', 'U0001f3fb']",0.8,👏,Positivo
Ananindeua,PA,Comentario,2022-09-06 16:27:18,iris_wallex_alexia,['U0001f64c'],0.2,🙌,Positivo
Ananindeua,PA,Comentario,2022-09-05 11:59:42,peperadical,"['U0001f62c', 'U0001f62c', 'U0001f62c', 'U0001f62c', 'U0001f64c', 'U0001f64c', 'U0001f64c', 'U0001f64c', 'U0001f64c']",0.6000000000000001,😬🙌,Positivo
Ananindeua,PA,Comentario,2022-09-04 23:28:32,__tarsoalves,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-04 23:28:52,andrezabeattriz,['u2764'],0.2,❤,Positivo
Ananindeua,PA,Comentario,2022-09-04 21:53:28,__tarsoalves,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-04 11:01:38,__tarsoalves,"['U0001f44f', 'U0001f44f']",0.4,👏,Positivo
Ananindeua,PA,Comentario,2022-09-03 23:14:20,__tarsoalves,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-03 20:13:17,__tarsoalves,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-03 20:14:10,marlanvas,"['U0001f64c', 'U0001f64c', 'U0001f64c', 'U0001f44f', 'U0001f44f']",1.0,🙌👏,Positivo
Ananindeua,PA,Comentario,2022-09-09 15:18:47,celicegamah,"['U0001f621', 'U0001f621', 'U0001f621']",-0.6000000000000001,😡,Negativo
Ananindeua,PA,Comentario,2022-09-03 01:36:13,ana.almeida.1,['U0001f44f'],0.2,👏,Positivo
Ananindeua,PA,Comentario,2022-09-02 21:23:02,oportugues24h,"['U0001f60d', 'u2764', 'U0001f956', 'U0001f950']",0.4,😍❤,Positivo
Ananindeua,PA,Comentario,2022-09-02 20:44:39,bolocomamor__,['u2764'],0.2,❤,Positivo
Ananindeua,PA,Comentario,2022-09-16 00:12:24,hugotomkiwitz,"['U0001f44f', 'U0001f44f', 'U0001f44f']",0.6000000000000001,👏,Positivo
Ananindeua,PA,Comentario,2022-09-03 12:36:12,euisateles,"['u2764', 'u2764', 'u2764']",0.6000000000000001,❤,Positivo
Ananindeua,PA,Comentario,2022-09-03 13:48:13,aydaajisaka,"['u2764', 'U0001f60d', 'U0001f60d']",0.6000000000000001,❤😍,Positivo
Ananindeua,PA,Comentario,2022-09-03 13:48:41,aydaajisaka,"['U0001f602', 'U0001f602', 'U0001f60d', 'U0001f60d', 'U0001f60d']",1.0,😂😍,Positivo
Ananindeua,PA,Comentario,2022-09-03 02:48:29,aydaajisaka,"['U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f3b6', 'U0001f60d', 'U0001f60d', 'U0001f60d', 'U0001f60d']",1.5999999999999999,😍🎶,Positivo
Ananindeua,PA,Comentario,2022-09-02 21:53:18,anheew,['U0001f44f'],0.2,👏,Positivo
