Municipio,UF,Post/Coment,Data,Usuario,Legenda,Likes
Anahy,PR,Post,2022-02-24 11:04:05,municipiodeanahy,"Hiperdia volta a atender e busca qualidade de vida na saúde do cidadão. Dentro dos trabalhos do Programa de Saúde da Família, o Departamento de Saúde de Anahy volta a atender através do Programa Hiperdia. Com dicas de atendimento social o Hiperdia ganhou a preferência é a confiança do cidadão. Com atividades que buscam a longevidade e a qualidade da saúde, o Hiperdia salva vidas. Nesse programa os hipertensos e diabéticos tem um atendimento especial . Nesse primeiro momento foi feito uma apresentação das atividades do grupo com atendimento até o final do ano com psicólogo, enfermeiro, dentista entre outros. Sempre na feira última do mês com atendimentos de nutricionista, médicos, exames. Foram realizados testes rápidos, acompanhamentos de doenças crônicas não transmissíveis, com testes de hepatite, testes de insulina, sinais vitais, pressão arterial, e orientação de como descartar as agulhas de insulina. O Departamento de Saúde se destaca nas atividades e ações preventivas nos cuidados da saúde de todas as idades. A enfermeira responsável Rosimar tem conversado muito com os munícipes sobre saúde. Além da enfermeira responsável contou com a participação do técnico de enfermagem Gilberto, as Acs e também a nutricionista Andréia Meurer. A equipe Hiperdia agradeceu o Prefeito de Anahy Carlos Antonio Reis pelo grande apoio aos cuidados com a saúde de todas as idades . Os agradecimentos foram extensivos a profissional Ana Lúcia, atuante na gerência das atividades de saúde de Anahy. Anderson Torres Da Assessoria de Imprensa Governo Municipal de Anahy",21.0
Anahy,PR,Post,2022-02-23 14:29:01,municipiodeanahy,"Projeto Horta da Comunidade supera expectativas e faz distribuição de hortaliças. Uma equipe determinada e que se supera toda a semana. Assim se define o trabalho da equipe que atua no “ Projeto Horta da Comunidade” do município de Anahy. Aconteceu hoje a entrega de kits de hortaliças pelo projeto horta da comunidade no município de Anahy. As famílias contempladas receberam os alimentos através do trabalho desenvolvido pela secretaria de saúde e Itaipu Binacional. “ A qualidade de vida é prioridade do governo municipal de Anahy. Promovendo hábitos saudáveis como uma boa alimentação, tendo em vista a segurança alimentar e nutricional elementos fundamentais para o desenvolvimento e o bem estar social dos munícipes”. Andrea Meurer, nutricionista do município, agradeceu o trabalho de todos os envolvidos e agradeceu o apoio do Prefeito Carlão . Anderson Torres Da Assessoria de Imprensa Governo Municipal de Anahy",40.0
Anahy,PR,Post,2022-02-18 12:52:01,municipiodeanahy,Confira os detalhes das obras de calçamento e cascalhamento que estão sendo entregues. O trabalho continua!,27.0
Anahy,PR,Post,2022-02-18 12:41:15,municipiodeanahy,"Anahy entrega benfeitorias nas Estradas Porto Anahy e Comercial Anahy continua avançando quando o assunto se refere aos cuidados com as estradas. O prefeito de Anahy Carlos Antônio Reis, o vice prefeito Ronaldo de Freitas, o Poder Legislativo entregaram oficialmente essa semana benfeitorias e cuidados especiais de duas estradas importantes. A Estrada Comercial, e a Estrada Porto Anahy receberam importantes melhorias que vão de cascalhamento, bueiros, em toda a sua extensão. O prefeito Carlão comemora com a municipalidade essas importantes conquistas que melhoram ainda mais a vida de quem mora no campo. Nas Fotos aéreas se vê a diferença de um trabalho feito por grandes profissionais no comando do servidor Arilson Batista de Souza. Anderson Torres Da Assessoria de Imprensa Governo Municipal de Anahy",35.0
Anahy,PR,Post,2022-02-05 17:43:47,municipiodeanahy,"Deputado Traiano agradece e reafirma compromisso com Anahy O Deputado Estadual e Presidente da Assembleia Legislativa do Estado do Paraná Ademar Traiano, agradeceu de forma calorosa a recepção que teve nessa manhã no município de Anahy. Em grande reunião o parlamentar foi recebido pelo prefeito de Anahy Carlos Antônio Reis, Presidente do Poder Legislativo Luciano Teodoro Ribeiro e vereadores e servidores públicos e lideranças. Na reunião o prefeito Carlão encaminhou solicitações, entre estás a de um ônibus. Junto com a população o Deputado Traiano reafirmou o seu compromisso com o município. Confirmou o atendimento de demandas entre estas melhorias no trajeto a comunidade Boa Vista. O prefeito de Anahy Carlos Antônio Reis comemorou e homenageou o Deputado Traiano. Anderson Torres Da Assessoria de Imprensa Governo Municipal de Anahy",21.0
Anahy,PR,Post,2022-01-31 21:25:08,municipiodeanahy,"Governo Municipal de Anahy lamenta morte do ex vereador Leoncio Em nota a imprensa e decreto, o Prefeito de Anahy Carlos Antônio Reis lamentou a morte do ex vereador Anaiense Leoncio Joaquim da Silva. “”” De conduta exemplar, o ex e nobre edil colaborou muito para o progresso e desenvolvimento de Anahy. Atuando com lisura e espírito de trabalho, o ex vereador deixa saudades” salientou consternado o Prefeito de Anahy Carlos Antônio Reis. Ao lamentar a morte do ex vereador Leoncio, o prefeito decretou luto oficial de três dias, salientando que o nobre edil Leoncio deixa em toda a sua história o registro de todo um trabalho realizado em prol aos Anaienses, sendo essa uma lamentável perda” finalizou o Prefeito Carlão. Anderson Torres Da Assessoria de Imprensa Governo Municipal de Anahy",32.0
Anahy,PR,Post,2022-01-26 17:43:52,municipiodeanahy,"Saúde de Anahy recebe equipamentos e amplia atendimento Aliado ao grande empenho dos profissionais da saúde, a chegada de novos equipamentos amplia ainda mais esse atendimento. O prefeito de Anahy Carlos Antônio Reis confirmou a chegada de um lote de equipamentos que amplia ainda mais o atendimento da saúde, valorizando ações de qualidade e resultados para quem necessita desse atendimento. Independente da pandemia, sempre intensificamos essa busca de investimentos e mais recursos para manter a manutenção e ampliar o atendimento desse setor” salientou o prefeito Carlão. Na apresentação dos equipamentos conquistados o prefeito agradeceu o empenho de todos os envolvidos e salientou a gestão política como causadora dessas conquistas. Na lista é possível constatar o resultado desse trabalho. 05 notebooks 08 computadores 06 impressoras multifuncional 12 aparelhos de ar condicionado 02 geladeiras 19 cadeiras giratórias 01 esfigmo 01 oxímetro de dedo 11 armários de aço 01 desfribilador 01 eletrocardiografo 01 oxímetro de pulso portátil 01 autoclave O valor do investimento ultrapassa a casa dos 270 mil reais. O prefeito de Anahy Carlão, salientou que o setor de saúde tem recebido um ótimo volume de recursos priorizando um atendimento de qualidade para todas as idades. O prefeito Carlão agradeceu a gestora do Departamento de Saúde Ana Lúcia, o vice prefeito Ronaldo de Freitas e todos os vereadores do Poder Legislativo de Anahy. O prefeito de Anahy também citou os esforços e trabalho de resultados do Secretário Geral Edimar Zanatta. Anderson Torres Da Assessoria de Imprensa Governo Municipal de Anahy",14.0
Anahy,PR,Post,2022-01-26 14:15:29,municipiodeanahy,"Prefeito Carlão em Curitiba O prefeito de Anahy Carlos Antônio Reis voltou atuar em viagem de trabalho em Curitiba. Várias ações junto ao Governo do Estado. O prefeito de Anahy Carlos Reis,esteve agora na Presidência da Assembleia Legislativa acompanhado do presidente da Câmara Municipal, Luciano Ribeiro e do vereador Arilson. “” Tratamos de demandas do município no setor de saúde e liberação de ambulância para Anahy “ publicou o Dep. Ademar Traiano. Anderson Torres Da Assessoria de Imprensa Governo Municipal de Anahy",13.0
Anahy,PR,Post,2022-01-25 14:12:18,municipiodeanahy,"Capacitação para combate a endemias em Anahy Os profissionais do Departamento de Saúde de Anahy tem se preparado para os novos tempos que envolvem a saúde popular. O nome disso é cada vez mais capacitação. Na semana passada mais ações dessa área foram desenvolvidas. Aconteceu uma capacitação em técnicas de campo para o combate às endemias (como a dengue, por exemplo) que aconteceu na sexta feira à tarde no posto de saúde, para as ACEs, ACS e técnicos da vigilância sanitária e ambiental. O Importante evento foi ministrado pela própria Coordenadora da vigilância em endemias Ana Maria Florêncio. Participantes: *José Maria Rotta* (agente da vigilância sanitária/ambiental/visat) *Felipe Viana Lycurgo* (agente da vigilância sanitária/ambiental/visat) *Marinalva da Silva Nascimento* (ACS) *Jacira Oliveira de Carvalho Jandrey* (ACS) *Monica Milousk* (ACS) *Iris Cezário* (ACE) *Elizeide Conde de Jesus* (ACS) *Aparecida da Silva Rosa* (ACE) Essas técnicas de campo se referem às habilidades e condutas à serem tomadas para o desempenho de vistorias e demais ações de combate às endemias, como por exemplo, a dengue. A população pode ajudar nesse trabalho cuidando dos quintais com muita limpeza e seguindo a orientação desses profissionais de saúde Anderson Torres Da Assessoria de Imprensa Governo Municipal de Anahy",19.0
Ananindeua,PA,Post,2022-09-20 13:05:54,ananindeuapma,"O Primeiro Espaço Radical de Ananindeua foi inaugurado no último sábado, 17. A população tem, agora, um local exclusivo para a prática de esportes radicais. O espaço foi construído visando também sediar competições nacionais e internacionais. ⏰O funcionamento é de terça-feira a domingo, das 7h às 23h. ananindeuaemoutropatamar",799.0
Ananindeua,PA,Post,2022-09-03 13:49:07,ananindeuapma,"saudeemoutropatamar São 45 unidades de saúde reformadas. E outras em obras de modernização a todo vapor. Além de melhorias estruturais, entregamos duas policlínicas, vamos abrir dois hospitais municipais e empossamos 46 médicos concursados. Nossa Rede Municipal de Saúde conta agora com 127 ESFs com equipe médica. É qualidade de ponta a ponta. É Ananindeua. É trabalho!",225.0
Ananindeua,PA,Post,2022-09-15 11:00:15,ananindeuapma,A cidade segue com obras importantes dos dois lados da BR. Todo esse trabalho faz com que Ananindeua continue evoluindo e seja colocada em outro patamar. ananindeuaemoutropatamar,157.0
Ananindeua,PA,Post,2022-09-20 15:00:06,ananindeuapma,"Para seguir investido na promoção de emprego e renda no nosso município, a Semcat, juntamente com o SINE de Ananindeua e o Conselho Municipal de Trabalho, Emprego e Renda, realizou o I Fórum Municipal de Trabalho Emprego e Renda. O Fórum foi um espaço de informação, reflexão e discussão sobre as novas necessidades do mercado de trabalho e as perspectivas de inserção e de inclusão da população no desenvolvimento social e econômico de Ananindeua.",40.0
Ananindeua,PA,Post,2022-09-20 11:00:12,ananindeuapma,"A Secretaria Municipal de Saúde (SESAU) promoverá, no dia 23 deste mês, o evento do Setembro Amarelo. Com rodas de conversas, palestras, acolhimento e muita informação! Você não está sozinho Participe! saude setembroamarelo",121.0
Ananindeua,PA,Post,2022-09-19 23:00:06,ananindeuapma,"A prefeitura realizou a 1ª Expo Agro de Ananindeua e reuniu, além dos mais diversos segmentos agrícolas, da pesca e aquicultura, artesanato e produtores de açaí. A exposição foi organizada pela Secretaria Municipal de Desenvolvimento Econômico (Sedec) e, como 40% do município é formado por área rural, totalizando mais de 600 famílias, que trabalham com a agricultura familiar, fomentar a economia rural de Ananindeua foi um dos principais objetivos do evento.",126.0
Ananindeua,PA,Post,2022-09-19 20:00:07,ananindeuapma,"Vem ver como ficou a nova SN 03, no conjunto Cidade Nova. A via passou pelos serviços de recapeamento asfáltico e recebeu nova sinalização viária, o que garante um trânsito organizado e seguro para os pedestres, motoristas e ciclistas. ananindeuaemoutropatamar",883.0
Ananindeua,PA,Post,2022-09-19 11:04:07,ananindeuapma,"Marcilene Ribeiro teve a casa mais atingida pelo vendaval do último dia 25 de agosto, no conjunto Jardim América, localizado no coqueiro. A dela e outras 63 residências foram reformadas pela Prefeitura de Ananindeua por meio do programa ""Morar Bem"" da Secretaria de Habitação. Confira as transformações...",332.0
Ananindeua,PA,Post,2022-09-18 23:00:01,ananindeuapma,Os indígenas venezuelanos Waraos foram os primeiros atendidos pelo programa Consultório na Rua. A equipe de multiprofissionais da Secretaria de Saúde seguirá percorrendo o município para levar o atendimento itinerante a toda população saude saudeemoutropatamar,128.0
Ananindeua,PA,Post,2022-09-18 15:50:04,ananindeuapma,"Que tal aproveitar o domingo e conhecer o mais novo espaço de esporte, lazer, recreação e convivência de Ananindeua? Confere um pouco como está o Espaço Radical de Ananindeua. Chama o amigo, a família e vá conhecer o local. ananindeuaemoutropatamar",4324.0
Ananindeua,PA,Post,2022-09-18 12:00:05,ananindeuapma,"Empinar pipa é legal e divertido, mas usar cerol e/ou linhas chilenas é crime!!! Não coloque a sua vida e de outras pessoas em risco. Divirta-se sem problemas.",107.0
Ananindeua,PA,Post,2022-09-17 23:00:06,ananindeuapma,"A UBS Nova Esperança II e III é mais uma Unidade de Saúde que recebeu o sistema informatização Ananin Sus Digital O novo sistema cadastra os pacientes, fazendo com que os médicos tenham acesso a todo o seu histórico para facilitar as consultas futuras, além de realizar o agendamento para exames específicos no momento da consulta. saudeemoutropatamar",53.0
Ananindeua,PA,Post,2022-09-17 20:00:03,ananindeuapma,"Neste dia 17 de setembro, comemoramos a 5ª edição do Dia Mundial da Limpeza, movimento cívico que une 191 países e milhões de pessoas em todo o mundo para limpar o planeta! Desde 2018, 50 milhões de pessoas saíram e limparam suas cidades, rios e comunidades dos resíduos. A campanha é mundial e propõe a reflexão sobre os cuidados com o descarte de resíduos sólidos para a manutenção de um meio ambiente saudável.",59.0
Ananindeua,PA,Post,2022-09-17 15:01:56,ananindeuapma,"A vacina contra a covid-19 segue disponível, não deixe de se imunizar, vacine-se! Procure uma de nossos pontos de vacinação mais próximo de sua casa e se imunize. Confira! AnanindeuaÉTrabalho saude Vacina",148.0
Ananindeua,PA,Post,2022-09-17 12:46:50,ananindeuapma,"É HOJE! A espera acabou! A partir das 16h tem a grande inauguração do Primeiro Espaço Radical de Ananindeua. Vai ter apresentação de esportes radicais, muitas atrações musicais culturais e pista liberada pra quem gosta de praticar esporte radical. Não perca! Na Avenida Independência, bairro do Curuçambá.",1977.0
Ananindeua,PA,Post,2022-09-16 23:00:02,ananindeuapma,"AnaninSUSdigital A unidade básica de saúde (UBS) Doutor Carlos Guimarães agora está integrada ao novo sistema de prontuário eletrônico, o Ananin SUS digital. Esse sistema faz com que os médicos tenham acesso a todo o histórico do paciente para facilitar consultas futuras, além de realizar exames específicos no momento da consulta. O Ananin SUS digital chegou para facilitar e agilizar as consultas para você morador de Ananindeua. saudeemoutropatamar",52.0
Ananindeua,PA,Post,2022-09-16 20:00:08,ananindeuapma,"Confira o antes e depois do Primeiro Espaço Radical de Ananindeua. A prefeitura fomenta as práticas esportivas, acreditando que o esporte transforma vidas de crianças, adolescentes, jovens e adultos. ⏰A inauguração do Primeiro Espaço Radical de Ananindeua vai acontecer neste sábado, 17 de setembro, a partir das 16h, na Avenida Independência - Curuçambá.",2611.0
Ananindeua,PA,Post,2022-09-16 15:00:09,ananindeuapma,"Por meio da Secretaria Municipal de Desenvolvimento Econômico (Sedec), responsável por coordenar as Feiras e Mercados, a prefeitura entregou utensílios e equipamentos, que auxiliarão 77 feirantes da Feira do Francisquinho, no bairro do Jaderlândia. Nesta primeira etapa, os feirantes receberam 64 balanças, 6 kits de panela de pressão, escorredor e caçarola, 23 conchas e 4 balcões frigoríficos.",249.0
Ananindeua,PA,Post,2022-09-16 11:23:23,ananindeuapma,"É amanhã! Está chegando a hora da inauguração do primeiro Espaço Radical de Ananindeua. O evento vai contar com apresentações de esportes radicais e várias atrações musicais culturais. Participe! ⏰Amanhã, 17 de setembro, a partir das 16h, na Avenida Independência, bairro do Curuçambá.",5745.0
Ananindeua,PA,Post,2022-09-15 23:00:02,ananindeuapma,A UBS Pérola II foi entregue totalmente revitalizada aos moradores de Ananindeua. Esta é mais uma unidade de saúde das trinta já reformadas! saude saudeemoutropatamar,52.0
Ananindeua,PA,Post,2022-09-15 20:00:23,ananindeuapma,"O Dia Mundial da Limpeza não se trata apenas de mutirões de limpezas, mas de uma rede forte e única de agentes que compartilham a visão do mundo livre de resíduos. Acreditamos que juntos podemos limpar o mundo do lixo. A terra é a única casa que temos, preserve!",71.0
Ananindeua,PA,Post,2022-09-15 15:03:31,ananindeuapma,"O Varejão Móvel segue levando produtos da agricultura familiar em todos os bairros do município. E neste sábado, 17, estará no bairro de Águas Brancas. Venha fazer suas compras com produtos de qualidade e orgânicos. Valorize o comércio e produção local.",53.0
Ananindeua,PA,Post,2022-09-14 23:00:06,ananindeuapma,"Trinta e nove candidatos participaram da Aula Magna, que marcou a retomada do Concurso Público nº 004/2019 da Guarda Civil Municipal de Ananindeua. O certame, que deve ser concluído em dezembro e é organizado pela Secretaria Municipal de Administração, estava suspenso devido a pandemia da Covid -19. segurança concurso",70.0
Ananindeua,PA,Post,2022-09-14 20:00:08,ananindeuapma,"39 candidatos do Concurso Público nº 004/2019, que almejam ingressar na Guarda Civil Municipal, participaram da Aula Magna que marcou a retomada do certame organizado pela Secretaria Municipal de Administração - Semad. Essa última etapa do concurso serve para preparar os candidatos especificamente para área em que irão atuar.",406.0
Ananindeua,PA,Post,2022-09-14 15:00:05,ananindeuapma,"A Unidade Básica de Saúde Jardim Amazônia agora está integrada ao novo sistema de prontuário eletrônico, o Ananin SUS digital. O sistema faz com que os médicos tenham acesso a todo o histórico do paciente para facilitar consultas futuras, além de realizar exames específicos no momento da consulta. O Ananin SUS digital chegou para facilitar e agilizar as consultas para você morador.",70.0
Ananindeua,PA,Post,2022-09-14 11:24:12,ananindeuapma,"VEM AÍ! A grande inauguração do primeiro Espaço Radical de Ananindeua, uma área de mais de cinco mil metros quadrados para prática esportiva e lazer. Não perca! ⏰Neste sábado, 17 de setembro, a partir das 16h. O espaço fica localizado na Avenida Independência (em frente à subestação da Eletronorte).",1466.0
Ananindeua,PA,Post,2022-09-14 00:22:04,ananindeuapma,"As crianças e adolescentes da Ilha João Pilatos participaram da 1ª Gincana promovida pela equipe da Semcat, por meio do CRAS Curuçambá. A gincana contou com oficina de grafite, competições esportivas de futebol de sabão, queimada, caça aos direitos do ECA e trilha aos direitos do ECA, além do teatro de fantoche para alertar as crianças e adolescentes sobre o abuso e exploração sexual.",115.0
Ananindeua,PA,Post,2022-09-13 20:00:12,ananindeuapma,"Dia 17 de setembro é o Dia Mundial da Limpeza e em alusão a isso, a Prefeitura Municipal de Ananindeua traz conscientização em campanha de incentivo a realização de boas práticas ambientais dentro e fora de casa. Para além dos mutirões, são sugeridas ações individuais e familiares, divididas em quatro tipos: ambiental, solidária, digital e mental.",146.0
Ananindeua,PA,Post,2022-09-13 15:00:09,ananindeuapma,"Com o objetivo de valorizar o comércio da área alimentícia existente no Complexo do 8, aconteceu a 1° Mostra Gastronômica de Ananindeua. O evento foi realizado na noite do dia 1º de setembro e coordenado pela Secretaria Municipal de Desenvolvimento Econômico (Sedec), que visou também fomentar a economia local por meio da visibilidade da gastronomia.",371.0
Ananindeua,PA,Post,2022-09-13 11:09:31,ananindeuapma,Estamos na contagem regressiva para entregar o primeiro Espaço Radical de Ananindeua! Arrasta pro lado e veja como está ficando o local. Ananindeua em outro patamar! AnanindeuaÉTrabalho,1228.0
Ananindeua,PA,Post,2022-09-12 23:00:10,ananindeuapma,"A Prefeitura de Ananindeua entregou 100% das ruas do Conjunto Girassol pavimentadas à população. Durante 90 dias, os trabalhadores se empenharam para entregar vias com o sistema de rede de drenagem funcionando, terraplanadas, com meio fio, linha d'água, pavimentação e sinalização viária. ananindeuaemoutropatamar",84.0
Ananindeua,PA,Post,2022-09-12 20:34:19,ananindeuapma,"A prefeitura tá on no bairro Maguari! Vem ver como estão ficando a passagem Arara e a Rua Piauí. Depois de quase três décadas sem receber serviços de saneamento básico, a Secretaria Municipal de Saneamento e Infraestrutura (Sesan) chegou para garantir ruas com estrutura adequada. ananindeuaemoutropatamar",109.0
Ananindeua,PA,Post,2022-09-12 15:06:06,ananindeuapma,"A Prefeitura de Ananindeua está investindo mais de 350 mil reais para auxiliar famílias vítimas do vendaval ocorrido na cidade. As 71 famílias atingidas pela forte chuva que ocorreu no dia 25 de agosto já podem respirar um pouco mais aliviadas, pois, desde o dia 1° de agosto, o auxílio emergencial extraordinário já está disponível. As casas também estão recebendo o Programa Municipal Morar Bem, da Sehab, com serviços emergenciais, como reconstrução de telhado.",223.0
Ananindeua,PA,Post,2022-09-12 11:00:29,ananindeuapma,"A Prefeitura de Ananindeua, por meio da Secretaria Municipal de Saúde (SESAU), promove o Setembro Amarelo, campanha da conscientização e prevenção do suicídio. O setembro amarelo divulga informações úteis para salvar vidas e desmistifica a necessidade de atenção e cuidado com os sentimentos. Você não está sozinho! setembroamarelo",167.0
Ananindeua,PA,Post,2022-09-11 23:00:11,ananindeuapma,"Mais uma turma concluiu um curso de qualificação profissional e, dessa vez, foi em Massoterapia. O curso faz parte do Programa Municipal Talento e Oportunidade, da Semcat, que tem como objetivo garantir a formação de mão de obra qualificada com capacitação técnica por meio dos cursos profissionalizantes, Até o momento, mais 3 mil certificados já foram entregues e, até o fim do ano, mais cursos serão ofertados no município. AnanindeuaÉTrabalho",178.0
Ananindeua,PA,Post,2022-09-11 20:00:09,ananindeuapma,"Uma fase para brincar, aprender, ser feliz e viver, assim deve ser a infância, a mais importante etapa na vida de todas as pessoas. Pensando nisso, a Semcat vem promovendo diversas ações, projetos e programas que contribuem nos processos de aprendizagem e desenvolvimento dos pequenos cidadãos ananindeuenses.",69.0
Ananindeua,PA,Post,2022-09-11 15:00:32,ananindeuapma,"A Prefeitura de Ananindeua realiza, em vários pontos da cidade, a recuperação da pavimentação asfáltica. Arrasta pro lado e acompanha o serviço feito na Rua Oswaldo Cruz, bairro de Águas Lindas. ananindeuaemoutropatamar",140.0
Ananindeua,PA,Post,2022-09-11 11:00:06,ananindeuapma,"Mais de 300 atletas de diversos municípios e estados participaram do 1º Open de Futevôlei de Ananindeua. O torneio foi promovido pela Secretaria de Esporte, Lazer e Juventude (SELJ) e teve como objetivo fomentar a prática esportiva no município. A Prefeitura de Ananindeua segue investindo no esporte com o intuito de orientar e transformar a vida de crianças, adolescentes, jovens e adultos do município, além de valorizar os atletas locais.",234.0
Ananindeua,PA,Post,2022-09-10 23:00:10,ananindeuapma,"Recentemente, a Prefeitura de Ananindeua entregou à população essa importante obra estruturante de mobilidade. O Canal Maguariaçu liga três bairros da cidade e beneficia cerca de 60 mil pessoas. AnanindeuaÉTrabalho",197.0
Ananindeua,PA,Post,2022-09-10 20:00:02,ananindeuapma,"Com o sorriso no rosto, crianças e adolescentes participaram da premiação da 2ª Edição do Concurso de Desenho e Redação realizada pela Semcat. O concurso fez parte da campanha nacional de combate ao trabalho infantil e este ano trouxe o tema: Proteção Social para acabar com o Trabalho Infantil.",81.0
Ananindeua,PA,Post,2022-09-10 16:02:29,ananindeuapma,O segundo dia de Caminhada Escolar em alusão ao bicentenário da Independência do Brasil e aos 32 anos do Estatuto da Criança e do Adolescente foi um sucesso! Alunos e servidores de Ananindeua desfilaram na Av. Dom Vicente Zico e fizeram uma festa linda. ananindeua,1321.0
Ananindeua,PA,Post,2022-09-10 11:05:42,ananindeuapma,"A vacina segue disponível, não deixe de se imunizar, vacine-se! Procure uma de nossos pontos de vacinação mais próximo de sua casa e se imunize. Confira! AnanindeuaÉTrabalho saude Vacina",406.0
Ananindeua,PA,Post,2022-09-09 23:00:06,ananindeuapma,"O programa Ananindeua Legal segue fazendo a regularização fundiária urbana no município. Os moradores da comunidade Jardim Vitória, localizada no Maguariaçu, foram beneficiados pelo programa. 274 títulos de propriedades entregues no local.",73.0
Ananindeua,PA,Post,2022-09-09 15:19:41,ananindeuapma,O Castramóvel está chegando mais uma vez no Centro de Ananindeua. Seu bichinho merece todo cuidado. A partir do dia 12 de setembro estaremos na Paróquia Nossa Senhora das Graças (salão paroquial). ⏰ Das 8h às 10h para cachorros e de 13h às 16h para os gatos. Não esqueça!,1503.0
Ananindeua,PA,Post,2022-09-09 11:01:03,ananindeuapma,"É HOJE! A Caminhada Escolar em alusão à Independência do Brasil no lado Norte da cidade. Alunos e servidores do município desfilarão lembrando, além do bicentenário da Independência, dos 32 anos do Estatuto da Criança e do Adolescente (ECA). ⏰ A caminhada acontecerá na Av. Dom Vicente Zico (Arterial 18), às 16h com concentração às 15h. Participe!",1088.0
Ananindeua,PA,Post,2022-09-08 23:00:02,ananindeuapma,"O prontuário eletrônico chegou na Unidade Básica de Saúde Dr. Carlos Guimarães. O programa Ananin Sus Digital tem como objetivo cadastrar os pacientes por meio da informática, agilizando o atendimento e fazendo com que os médicos tenham acesso a todo o histórico dos pacientes para facilitar as consultas, além de realizar o agendamento para exames específicos. saude ananindeuaemoutropatamar",51.0
Ananindeua,PA,Post,2022-09-08 20:00:08,ananindeuapma,"1° Expo Agro de Ananindeua com exposição e vendas de produtos de diferentes segmentos agrícolas produzidos em Ananindeua. ⏰ O evento acontecerá nesta sexta-feira, 09, no Parque Seringal, localizado na Cidade Nova VIII, we: 36, das 8h às 18h. Serão 56 expositores com diversos produtos de pesca, mariscos, flores, chocolate, artesanato, maquinários dos mais modernos, entre outros. Participe!!",1018.0
Ananindeua,PA,Post,2022-09-08 18:16:22,ananindeuapma,"O programa ""Consultório na Rua"", da Secretaria Municipal de Saúde (Sesau), fará o seu segundo atendimento. Dessa vez no CRAS Santana do Aurá. ⏰ Nesta sexta-feira, 09 de setembro, a partir das 8h. saudemoutropatamar AnanindeuaÉTrabalho",118.0
Ananindeua,PA,Post,2022-09-08 11:00:06,ananindeuapma,"Um conselho gestor, formado por representantes da Prefeitura de Ananindeua, aprovou os estudos de viabilidade para continuar o processo de instalação de uma usina solar que abastecerá os prédios e bens públicos da administração municipal. A iniciativa da Prefeitura, que já está bastante avançada – com estudos concretos – coloca o município no rol de Cidades Inteligentes e já é considerada inédita no Estado. Até a usina começar a operar, o município não terá custo algum. De acordo com o estudo, a prefeitura terá uma economia de 20% no consumo de energia.",230.0
Ananindeua,PA,Post,2022-09-07 23:00:08,ananindeuapma,"O programa Ananindeua Legal segue fazendo a regularização fundiária urbana no município. Os moradores da Arterial V, localizada no bairro da Cidade Nova, foram beneficiados pelo programa. 439 títulos de propriedades entregues no local.",77.0
Ananindeua,PA,Post,2022-09-07 20:51:58,ananindeuapma,"Confira algumas imagens do primeiro dia de Caminhada Escolar em alusão à Independência do Brasil. Alunos e servidores do município fizeram uma festa linda no Conjunto Júlia Seffer. ⏰ Nessa quinta-feira, 08, acontecerá o desfile do lado Norte da cidade na Arterial 18. A concentração será no estacionamento do Ginásio Abacatão, a partir das 15h.",930.0
Ananindeua,PA,Post,2022-09-07 20:00:02,ananindeuapma,"Os moradores do Aurá receberam a nova Unidade Básica de Saúde totalmente revitalizada, com ambientes mais confortáveis e adequados para melhor atender à população. saude AnanindeuaÉTrabalho",96.0
Ananindeua,PA,Post,2022-09-07 15:00:08,ananindeuapma,"A Secretaria Municipal de Educação (Semed) já realizou a caminhada escolar no lado Sul da cidade. Agora é a vez do lado Norte. ⏰ A caminhada dos alunos e servidores do município acontecerá na Arterial 18 (Dom Vicente Zico) e a concentração será, às 15h, no estacionamento do Ginásio Abacatão. Participe!",214.0
Ananindeua,PA,Post,2022-09-07 11:00:07,ananindeuapma,"""Verás que o filho teu não foge à luta"" Esse dia 7 setembro é um marco histórico para o país, pois em 2022 a Independência do Brasil completa 200 anos. diadaindependencia",493.0
Ananindeua,PA,Post,2022-09-06 23:00:01,ananindeuapma,"A EMEF Waldemar Mendes é mais uma instituição educacional entregue reformada. A escola passou por reforma corretiva e preventiva, o que beneficia os mais de 430 alunos do ensino fundamental (3º ao 5º ano) e da Educação de Jovens e Adultos (EJA), nos turnos manhã, tarde e noite. A reforma contemplou salas de aulas, espaço de convivência, refeitório, pintura, reestruturação do telhado, modernização dos sistemas hidráulico e pluvial, jardinagem e instalação de centrais de ar condicionado. semed AnanindeuaÉTrabalho PrefeituradeAnanindeua",47.0
Ananindeua,PA,Post,2022-09-06 15:00:10,ananindeuapma,"Acompanhe como estão ficando as ruas Santa Marta e Santa Ana, no bairro de Águas Brancas. Iniciamos a pavimentação asfáltica das ruas e em breve os moradores terão dignidade ao entrar e sair de suas casas. Ananindeua em outro patamar! AnanindeuaÉTrabalho",105.0
Ananindeua,PA,Post,2022-09-06 11:00:12,ananindeuapma,"Pensando em ajudar as pessoas atingidas por calamidade pública e em situação de emergência, a Prefeitura de Ananindeua instituiu a Lei nº 3.270, de 26 de agosto de 2022. A lei garante auxílio emergencial extraordinário para todos aqueles que se enquadram nos critérios estabelecidos na lei. Então, saiba quem tem direito e como solicitar. A Prefeitura segue trabalhando por todos os cidadãos de Ananindeua.",384.0
